,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0004797,GABA-A receptor (anion channel),Humans,X13584,P14867,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00555; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11582; DB11859; DB11901,45
BE0000736,Translocator protein,Humans,M36035,P30536,DB00186; DB00231; DB00404; DB00628; DB00829; DB00897; DB00962; DB01068; DB01178; DB01198; DB01544; DB01587,12
BE0002348,Proteasome subunit beta type-5,Humans,D29011,P28074,DB00188; DB08515; DB08889,3
BE0002347,Proteasome subunit beta type-1,Humans,D00761,P20618,DB00188; DB08515; DB08889,3
BE0002198,Amine oxidase [flavin-containing] A,Humans,M68840,P21397,DB00191; DB00752; DB00780; DB00805; DB00909; DB01037; DB01171; DB01247; DB01442; DB01472; DB01577; DB01626; DB03147; DB04017; DB04820; DB04821; DB04832; DB04850; DB07641; DB07919; DB09244; DB09245; DB13876,23
BE0003476,Pro-neuropeptide Y,Humans,BC029497,P01303,DB00191; DB02952; DB03380,3
BE0000197,Sodium channel protein type 5 subunit alpha,Humans,M77235,Q14524,DB00192; DB00252; DB00280; DB00281; DB00379; DB00473; DB00527; DB00532; DB00564; DB00661; DB00680; DB00740; DB00750; DB00754; DB00776; DB00868; DB00907; DB00908; DB00909; DB01035; DB01056; DB01182; DB01195; DB01228; DB01320; DB01346; DB01426; DB01429; DB06217; DB11633,30
BE0000770,Mu-type opioid receptor,Humans,L25119,P35372,DB00193; DB00295; DB00318; DB00321; DB00327; DB00333; DB00454; DB00497; DB00504; DB00514; DB00611; DB00647; DB00652; DB00704; DB00708; DB00802; DB00813; DB00836; DB00844; DB00854; DB00899; DB00904; DB00913; DB00921; DB00956; DB01081; DB01183; DB01192; DB01209; DB01221; DB01227; DB01433; DB01439; DB01444; DB01452; DB01466; DB01497; DB01535; DB01548; DB01565; DB01571; DB05492; DB06204; DB06230; DB06274; DB06409; DB06738; DB06800; DB09049; DB09061; DB09089; DB09209; DB09272; DB09289; DB11186; DB11691; DB14011; DB14146,58
BE0000533,5-hydroxytryptamine receptor 2C,Humans,M81778,P28335,DB00193; DB00246; DB00247; DB00248; DB00321; DB00334; DB00363; DB00370; DB00408; DB00420; DB00434; DB00458; DB00472; DB00477; DB00540; DB00543; DB00574; DB00589; DB00623; DB00656; DB00696; DB00714; DB00726; DB00734; DB00777; DB00805; DB00934; DB01079; DB01142; DB01149; DB01151; DB01186; DB01191; DB01200; DB01224; DB01238; DB01239; DB01242; DB01267; DB01392; DB01403; DB01454; DB01537; DB04871; DB04884; DB04948; DB05492; DB06144; DB06148; DB06153; DB06216; DB06229; DB06446; DB06512; DB06594; DB09014; DB09194; DB09195; DB12110; DB12163; DB12177; DB13940; DB14185,63
BE0000632,Kappa-type opioid receptor,Humans,U11053,P41145,DB00193; DB00289; DB00295; DB00318; DB00321; DB00327; DB00370; DB00396; DB00454; DB00497; DB00514; DB00555; DB00611; DB00647; DB00652; DB00704; DB00708; DB00813; DB00825; DB00836; DB00844; DB00854; DB00899; DB00921; DB01183; DB01209; DB01221; DB01439; DB01452; DB01497; DB01535; DB01548; DB01565; DB01571; DB05104; DB05155; DB06148; DB06204; DB06230; DB06274; DB06409; DB06738; DB06800; DB09209; DB09272; DB11186; DB11691; DB14146,48
BE0000420,Delta-type opioid receptor,Humans,U07882,P41143,DB00193; DB00295; DB00318; DB00321; DB00327; DB00333; DB00497; DB00514; DB00611; DB00647; DB00704; DB00708; DB00813; DB00836; DB00844; DB00854; DB00899; DB00921; DB00956; DB01081; DB01183; DB01192; DB01221; DB01439; DB01444; DB01452; DB01497; DB01535; DB01548; DB01565; DB01571; DB06204; DB06230; DB06274; DB06409; DB06738; DB09061; DB09209; DB09272; DB11691; DB14011; DB14146,42
BE0003438,Alpha-7 nicotinic cholinergic receptor subunit,Humans,AY641831,Q693P7,DB00193; DB00202; DB01043; DB01221; DB01520; DB06090,6
BE0000240,Plasminogen activator inhibitor 1,Humans,X04429,P05121,DB00197,1
BE0001204,Equilibrative nucleoside transporter 1,Humans,U81375,Q99808,DB00197; DB12010,2
BE0002088,Estrogen-related receptor gamma,Humans,AF094518,P62508,DB00197; DB00255; DB00675; DB00783; DB02659; DB04468; DB06884; DB06902; DB06973; DB07485; DB13952; DB13953; DB13954; DB13955; DB13956,15
BE0003722,Steroid hormone receptor ERR1,Humans,X51416,P11474,DB00197; DB00255; DB01645; DB04468; DB06732; DB06833; DB07776,7
BE0002705,Liver carboxylesterase 1,Humans,M73499,P23141,DB00198; DB00382; DB00454; DB00583; DB00647; DB00907; DB01183; DB01452; DB01599; DB02161; DB02659; DB03056; DB03721; DB04509; DB04795; DB04838; DB06442; DB07821; DB08224,19
BE0000914,Sialidase-1,Humans,AF040958,Q99519,DB00198,1
BE0003200,Sialidase-2,Humans,Y16535,Q9Y3R4,DB00198; DB00558; DB03991; DB07960,4
BE0003521,Motilin receptor,Humans,AL137000,O43193,DB00199; DB06587,2
BE0000013,Adenosine receptor A1,Humans,S45235,P30542,DB00201; DB00277; DB00555; DB00640; DB00651; DB00806; DB00824; DB00996; DB01223; DB01303; DB01412; DB04954; DB06471; DB09061; DB12569; DB12670,16
BE0000924,Adenosine receptor A2a,Humans,M97370,P29274,DB00201; DB00277; DB00358; DB00555; DB00640; DB00651; DB00806; DB00824; DB01303; DB01412; DB04853; DB05009; DB06213; DB08770; DB09273; DB14132,16
BE0000739,Ryanodine receptor 1,Humans,J05200,P21817,DB00201; DB01219; DB09085,3
BE0004922,Cyclic nucleotide phosphodiesterase,Humans,U40370,P54750,DB00201; DB09283,2
BE0002385,DNA-dependent protein kinase catalytic subunit,Humans,U47077,P78527,DB00201,1
BE0002406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Humans,Y10055,O00329,DB00201; DB05552; DB06831; DB11952; DB12010; DB12483,6
BE0002407,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Humans,S67334,P42338,DB00201,1
BE0004914,"Inositol 1,4,5-trisphosphate receptor",Humans,S67334,Q14643,DB00201,1
BE0004874,Serine-protein kinase ATM,Humans,S67334,Q13315,DB00201,1
BE0000560,Muscarinic acetylcholine receptor M2,Humans,M16404,P08172,DB00202; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00483; DB00496; DB00505; DB00508; DB00517; DB00540; DB00572; DB00622; DB00715; DB00725; DB00728; DB00747; DB00767; DB00777; DB00804; DB00809; DB00835; DB00907; DB00934; DB00986; DB01019; DB01036; DB01062; DB01069; DB01075; DB01085; DB01142; DB01148; DB01151; DB01224; DB01231; DB01238; DB01239; DB01336; DB01337; DB01338; DB01403; DB01409; DB01591; DB03128; DB04834; DB06153; DB06702; DB06787; DB08801; DB08897; DB09076; DB09089; DB09167; DB09262; DB09300; DB11181; DB11235; DB12278; DB13581; DB14185,75
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",Humans,AF043731,O76074,DB00203; DB00277; DB00806; DB00820; DB00862; DB00975; DB01972; DB03597; DB04272; DB06237; DB06246; DB06267; DB07954; DB08729; DB12010,15
BE0003556,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Humans,M36476,P18545,DB00203; DB00862; DB07954,3
BE0003557,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Humans,D45399,Q13956,DB00203; DB00862,2
BE0000210,Potassium channel subfamily K member 2,Humans,AF129399,O95069,DB00204; DB04855,2
BE0001131,ATP-sensitive inward rectifier potassium channel 12,Humans,L36069,Q14500,DB00204,1
BE0001153,Beta-hexosaminidase subunit beta,Humans,M13519,P07686,DB00205; DB02813; DB03747; DB03861,4
BE0004674,Chromaffin granule amine transporter,Humans,L09118,P54219,DB00206; DB00368; DB01442; DB01577,4
BE0003408,Baculoviral IAP repeat-containing protein 5,Humans,U75285,O15392,DB00206; DB04115,2
BE0000110,P2Y purinoceptor 12,Humans,AF313449,Q9H244,DB00208; DB00374; DB00758; DB01240; DB05553; DB06209; DB06350; DB06441; DB08816,9
BE0000144,Retinoic acid receptor gamma,Humans,M24857,P13631,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB00982; DB02258; DB02466; DB02741; DB03279; DB03466; DB07031; DB07294,14
BE0000206,Retinoic acid receptor beta,Humans,X07282,P10826,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB02877; DB04942,8
BE0000707,Retinoic acid receptor RXR-gamma,Humans,U38480,P48443,DB00210; DB00307; DB00412; DB00459; DB00523; DB00755; DB00926; DB01393; DB02746; DB03756,10
BE0000078,Retinoic acid receptor RXR-beta,Humans,X63522,P28702,DB00210; DB00307; DB00412; DB00459; DB00523; DB00755; DB00799; DB00926; DB01393; DB01941; DB02746; DB03756; DB07080; DB07929; DB08175,15
BE0000663,Retinoic acid receptor alpha,Humans,X06614,P10276,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB00982; DB04942,8
BE0000501,Alpha-1A adrenergic receptor,Humans,D25235,P35348,DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00449; DB00450; DB00457; DB00458; DB00477; DB00540; DB00543; DB00555; DB00575; DB00590; DB00610; DB00622; DB00656; DB00661; DB00668; DB00679; DB00692; DB00696; DB00699; DB00706; DB00723; DB00726; DB00734; DB00751; DB00777; DB00797; DB00800; DB00831; DB00852; DB00865; DB00875; DB00908; DB00925; DB00935; DB00964; DB01069; DB01136; DB01142; DB01149; DB01162; DB01175; DB01186; DB01200; DB01224; DB01238; DB01253; DB01267; DB01295; DB01364; DB01403; DB01472; DB01576; DB01579; DB01614; DB01622; DB01624; DB04855; DB04946; DB04948; DB05492; DB06144; DB06153; DB06207; DB06216; DB06229; DB06262; DB06694; DB06706; DB06711; DB06764; DB08950; DB09202; DB09239; DB12278; DB14185,87
BE0000575,Alpha-1B adrenergic receptor,Humans,M99589,P35368,DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00457; DB00458; DB00477; DB00540; DB00575; DB00590; DB00622; DB00661; DB00668; DB00679; DB00692; DB00696; DB00706; DB00723; DB00726; DB00734; DB00745; DB00777; DB00800; DB00908; DB00925; DB00935; DB01136; DB01142; DB01149; DB01162; DB01186; DB01200; DB01224; DB01238; DB01267; DB01403; DB01576; DB01579; DB01608; DB01614; DB01622; DB04855; DB05492; DB06144; DB06153; DB06207; DB06229; DB06262; DB06694; DB09128; DB09202; DB14185,60
BE0000715,Alpha-1D adrenergic receptor,Humans,M76446,P25100,DB00211; DB00248; DB00298; DB00321; DB00346; DB00368; DB00388; DB00420; DB00457; DB00458; DB00540; DB00575; DB00590; DB00622; DB00661; DB00668; DB00692; DB00696; DB00706; DB00723; DB00777; DB00800; DB00908; DB00925; DB00935; DB01136; DB01142; DB01162; DB01186; DB01200; DB01224; DB01403; DB04855; DB05492; DB06144; DB06153; DB06207; DB06229; DB06262; DB06694; DB09202,41
BE0000270,Renin,Humans,L00073,P00797,DB00212; DB00350; DB02803; DB03024; DB03395; DB03736; DB03968; DB04379; DB04387; DB06899; DB06967; DB07059; DB07113; DB07174; DB07244; DB08099; DB09026,17
BE0000349,Potassium-transporting ATPase alpha chain 1,Humans,J05451,P20648,DB00213; DB00338; DB00448; DB00736; DB01129; DB05351,6
BE0000502,Solute carrier family 12 member 1,Humans,U58130,Q13621,DB00214; DB00232; DB00310; DB00534; DB00695; DB00774; DB00887; DB00903; DB01325; DB02925,10
BE0000281,Solute carrier family 12 member 2,Humans,U30246,P55011,DB00214; DB00887; DB01325,3
BE0000442,Histamine H1 receptor,Humans,Z34897,P35367,DB00215; DB00245; DB00246; DB00283; DB00321; DB00334; DB00341; DB00342; DB00354; DB00363; DB00366; DB00370; DB00405; DB00408; DB00420; DB00427; DB00433; DB00434; DB00455; DB00458; DB00477; DB00540; DB00543; DB00555; DB00557; DB00568; DB00637; DB00656; DB00719; DB00726; DB00734; DB00737; DB00748; DB00751; DB00767; DB00768; DB00777; DB00792; DB00797; DB00835; DB00902; DB00920; DB00934; DB00950; DB00967; DB00972; DB00985; DB01069; DB01071; DB01075; DB01084; DB01106; DB01114; DB01142; DB01146; DB01151; DB01173; DB01175; DB01176; DB01224; DB01237; DB01238; DB01239; DB01246; DB01267; DB01403; DB01615; DB01619; DB01620; DB01624; DB04837; DB04841; DB04890; DB04905; DB04946; DB05381; DB05492; DB06016; DB06148; DB06153; DB06216; DB06229; DB06282; DB06678; DB06691; DB06698; DB06766; DB08799; DB08800; DB08801; DB08802; DB08922; DB08936; DB09167; DB09195; DB09488; DB09555; DB11235; DB11591; DB11614; DB14185,101
BE0000659,5-hydroxytryptamine receptor 1D,Humans,M89955,P28221,DB00216; DB00246; DB00248; DB00315; DB00320; DB00321; DB00363; DB00408; DB00589; DB00669; DB00696; DB00714; DB00726; DB00734; DB00918; DB00952; DB00953; DB00998; DB01186; DB01200; DB01224; DB01238; DB01267; DB01392; DB04948; DB06153; DB14185,27
BE0000797,5-hydroxytryptamine receptor 1B,Humans,D10995,P28222,DB00216; DB00246; DB00247; DB00248; DB00315; DB00320; DB00321; DB00363; DB00408; DB00543; DB00571; DB00589; DB00669; DB00696; DB00714; DB00904; DB00918; DB00952; DB00953; DB00960; DB00998; DB01186; DB01200; DB01224; DB01238; DB01359; DB01392; DB04884; DB06153; DB06216; DB08807; DB09068; DB14185,33
BE0000460,5-hydroxytryptamine receptor 1F,Humans,L05597,P30939,DB00216; DB00247; DB00315; DB00669; DB00696; DB00952; DB00953; DB06148,8
BE0000291,5-hydroxytryptamine receptor 1A,Humans,M28269,P08908,DB00216; DB00246; DB00247; DB00248; DB00315; DB00321; DB00363; DB00408; DB00413; DB00422; DB00458; DB00477; DB00490; DB00540; DB00543; DB00571; DB00589; DB00656; DB00669; DB00696; DB00714; DB00726; DB00734; DB00866; DB00904; DB00952; DB00960; DB00988; DB01142; DB01149; DB01151; DB01186; DB01200; DB01224; DB01238; DB01267; DB01359; DB01392; DB01614; DB01616; DB01618; DB01621; DB01622; DB04829; DB04884; DB04888; DB04908; DB04946; DB04948; DB04970; DB05271; DB05339; DB05562; DB06016; DB06148; DB06153; DB06216; DB06393; DB06446; DB06454; DB06506; DB06538; DB06684; DB08807; DB08810; DB08815; DB08922; DB09061; DB09068; DB09128; DB09167; DB09244; DB09289; DB11755; DB12061; DB14010; DB14011; DB14185,78
BE0000476,5-hydroxytryptamine receptor 1E,Humans,M91467,P28566,DB00216; DB00246; DB00247; DB00363; DB00408; DB01224; DB01238; DB14185,8
BE0000393,5-hydroxytryptamine receptor 2B,Humans,X77307,P41595,DB00216; DB00247; DB00248; DB00320; DB00353; DB00508; DB00543; DB00574; DB00589; DB00696; DB00714; DB00805; DB01079; DB01142; DB01186; DB01200; DB01239; DB01242; DB01392; DB01454; DB04829; DB05461; DB05492; DB05607; DB06016; DB06148; DB06153; DB06216; DB06229; DB09286,30
BE0000650,5-hydroxytryptamine receptor 7,Humans,U68487,P34969,DB00216; DB00246; DB00247; DB00248; DB00321; DB00363; DB00408; DB00434; DB00458; DB00477; DB00543; DB00589; DB00734; DB00751; DB00934; DB00988; DB01200; DB01224; DB01238; DB01267; DB04946; DB04948; DB06148; DB06216; DB06288; DB08815; DB09068; DB09225; DB13988; DB14185,30
BE0004864,Alpha-2 adrenergic receptors,Humans,M23533,P08913,DB00217; DB00397; DB00433; DB00477; DB00540; DB00543; DB00697; DB00934; DB01151; DB06678; DB06707; DB09167; DB09194; DB09195; DB09202; DB09304; DB11477; DB13025,18
BE0000644,ATP-sensitive inward rectifier potassium channel 1,Humans,U12541,P48048,DB00217; DB00222; DB00350; DB00414; DB01124; DB01382; DB08838,7
BE0000742,DNA topoisomerase 2-alpha,Humans,J04088,P11388,DB00218; DB00276; DB00380; DB00385; DB00444; DB00445; DB00467; DB00487; DB00537; DB00685; DB00694; DB00773; DB00978; DB00997; DB01059; DB01137; DB01165; DB01177; DB01179; DB01204; DB01208; DB01645; DB04576; DB04967; DB04975; DB05022; DB05129; DB05706; DB06013; DB06263; DB06362; DB06420; DB06421; DB09047,34
BE0000708,ATP-sensitive inward rectifier potassium channel 11,Humans,D50582,Q14654,DB00222; DB00308; DB00661; DB00922; DB01119; DB01154; DB11633,7
BE0000516,Integrin alpha-L,Humans,Y00796,P20701,DB00227; DB00641; DB02177; DB03932; DB04724; DB06972; DB07486; DB11611,8
BE0002366,Histone deacetylase 2,Humans,U31814,Q92769,DB00227; DB00277; DB00313; DB01223; DB01303; DB02546; DB05223; DB06176; DB09091; DB11830,10
BE0004857,Glycine receptor (alpha-1/beta),Humans,X52009,P23415,DB00228; DB05885; DB09061; DB14011,4
BE0000415,Intermediate conductance calcium-activated potassium channel protein 4,Humans,AF000972,O15554,DB00228; DB00257; DB00468; DB01110; DB01159,5
BE0000781,Potassium voltage-gated channel subfamily A member 1,Humans,L02750,Q09470,DB00228; DB00321; DB00753; DB01028; DB01115; DB01189; DB01236; DB08837; DB11640,9
BE0000218,Calcium-transporting ATPase type 2C member 1,Humans,AF181120,P98194,DB00228; DB00753; DB01028; DB01159; DB01189; DB01236,6
BE0000484,"ATP synthase subunit delta, mitochondrial",Humans,X63422,P30049,DB00228; DB00753; DB01028; DB01159; DB01189; DB01236,6
BE0000691,Voltage-dependent calcium channel subunit alpha-2/delta-1,Humans,M76559,P54289,DB00230; DB00270; DB00308; DB00401; DB00622; DB00653; DB00996; DB01023; DB01054; DB01115; DB04838; DB06712; DB08872,13
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Humans,X13584,P14867,DB00231; DB00241; DB00273; DB00292; DB00306; DB00312; DB00371; DB00395; DB00402; DB00404; DB00418; DB00425; DB00463; DB00466; DB00474; DB00543; DB00546; DB00599; DB00683; DB00690; DB00753; DB00794; DB00801; DB00829; DB00837; DB00842; DB00849; DB00897; DB00962; DB01028; DB01107; DB01154; DB01159; DB01174; DB01198; DB01205; DB01215; DB01236; DB01346; DB01351; DB01352; DB01353; DB01354; DB01355; DB01437; DB01483; DB01496; DB01544; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595; DB05087; DB06470; DB09166; DB12458; DB13872,61
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Humans,S62907,P47869,DB00231; DB00241; DB00306; DB00312; DB00371; DB00402; DB00404; DB00418; DB00425; DB00463; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB01198; DB01215; DB01346; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB04903; DB05087; DB09166; DB13872; DB13994,43
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Humans,S62908,P34903,DB00231; DB00241; DB00306; DB00312; DB00371; DB00395; DB00402; DB00404; DB00418; DB00425; DB00463; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB01198; DB01215; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB04903; DB05087; DB09166; DB13872; DB13994,43
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Humans,U30461,P48169,DB00231; DB00241; DB00306; DB00312; DB00371; DB00404; DB00418; DB00463; DB00599; DB00683; DB00690; DB00794; DB00842; DB00849; DB00897; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB01544; DB01558; DB01595; DB05087,26
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Humans,L08485,P31644,DB00231; DB00241; DB00306; DB00312; DB00371; DB00395; DB00402; DB00404; DB00418; DB00463; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB01198; DB01205; DB01215; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB05087; DB13872,40
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Humans,S81944,Q16445,DB00231; DB00241; DB00306; DB00312; DB00371; DB00404; DB00418; DB00463; DB00599; DB00683; DB00690; DB00794; DB00842; DB00849; DB00897; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB01544; DB01558; DB01595; DB05087,26
BE0002344,Gamma-aminobutyric acid receptor subunit beta-1,Humans,X14767,P18505,DB00231; DB00431; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01440; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595,18
BE0002346,Gamma-aminobutyric acid receptor subunit beta-2,Humans,S67368,P47870,DB00231; DB00395; DB00546; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01594; DB01595; DB06716,17
BE0002345,Gamma-aminobutyric acid receptor subunit beta-3,Humans,M82919,P28472,DB00231; DB00431; DB00546; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB06716; DB12458,20
BE0003593,Gamma-aminobutyric acid receptor subunit gamma-1,Humans,AK122845,Q8N1C3,DB00231; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595,16
BE0003592,Gamma-aminobutyric acid receptor subunit gamma-2,Humans,X15376,P18507,DB00231; DB00395; DB00425; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01205; DB01215; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB09166; DB12458; DB13872,22
BE0003594,Gamma-aminobutyric acid receptor subunit gamma-3,Humans,S82769,Q99928,DB00231; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595,15
BE0003599,Gamma-aminobutyric acid receptor subunit delta,Humans,AF016917,O14764,DB00231; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595,16
BE0003595,Gamma-aminobutyric acid receptor subunit epsilon,Humans,U66661,P78334,DB00231; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595,16
BE0003596,Gamma-aminobutyric acid receptor subunit pi,Humans,U95367,O00591,DB00231; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595,15
BE0000129,Gamma-aminobutyric acid receptor subunit rho-1,Humans,M62400,P24046,DB00231; DB00431; DB00466; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595,17
BE0003598,Gamma-aminobutyric acid receptor subunit rho-2,Humans,M86868,P28476,DB00231; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595,15
BE0003619,Gamma-aminobutyric acid receptor subunit rho-3,Humans,AC026100,A8MPY1,DB00231; DB00546; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595,15
BE0003597,Gamma-aminobutyric acid receptor subunit theta,Humans,AF189259,Q9UN88,DB00231; DB00690; DB00829; DB00842; DB00897; DB01558; DB01595,7
BE0000267,Carbonic anhydrase 1,Humans,X05014,P00915,DB00232; DB00273; DB00310; DB00311; DB00381; DB00423; DB00436; DB00562; DB00606; DB00703; DB00774; DB00819; DB00869; DB00880; DB00909; DB00999; DB01021; DB01031; DB01119; DB01144; DB01194; DB01325; DB08155; DB08156; DB08157; DB08846; DB09460; DB09472,28
BE0000322,Carbonic anhydrase 2,Humans,M77181,P00918,DB00232; DB00273; DB00311; DB00391; DB00436; DB00482; DB00562; DB00580; DB00606; DB00695; DB00703; DB00774; DB00819; DB00869; DB00880; DB00909; DB00999; DB01021; DB01031; DB01119; DB01144; DB01194; DB01325; DB01671; DB01748; DB01784; DB01964; DB02069; DB02087; DB02220; DB02221; DB02292; DB02429; DB02479; DB02535; DB02602; DB02610; DB02861; DB02866; DB02894; DB02986; DB03039; DB03221; DB03262; DB03270; DB03294; DB03333; DB03526; DB03596; DB03598; DB03697; DB03844; DB03877; DB03950; DB03975; DB04002; DB04081; DB04089; DB04180; DB04203; DB04371; DB04394; DB04549; DB04600; DB04601; DB04763; DB06891; DB06954; DB07048; DB07050; DB07363; DB07467; DB07476; DB07596; DB07632; DB07710; DB07742; DB08046; DB08083; DB08155; DB08156; DB08157; DB08165; DB08202; DB08301; DB08329; DB08416; DB08418; DB08645; DB08659; DB08765; DB08782; DB08846; DB09460; DB09472,95
BE0000535,Carbonic anhydrase 4,Humans,M83670,P22748,DB00232; DB00273; DB00311; DB00436; DB00562; DB00606; DB00703; DB00774; DB00819; DB00869; DB00909; DB01021; DB01144; DB01194; DB08846; DB09460,16
BE0004655,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Humans,L15326,O15111,DB00233; DB00244; DB00795; DB06151,4
BE0003768,Group IIE secretory phospholipase A2,Humans,AF189279,Q9NZK7,DB00233; DB02448; DB02636; DB02758; DB02795; DB03585; DB04725; DB04743; DB06987; DB07500; DB07950; DB07958; DB08447,13
BE0000436,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",Humans,M91667,Q14432,DB00235; DB00261; DB00277; DB00922; DB01166; DB01223; DB01303; DB01427; DB04880; DB05266; DB08811,11
BE0000325,Ribonucleoside-diphosphate reductase large subunit,Humans,X59543,P23921,DB00242; DB00441; DB00631; DB01073; DB05003; DB05420; DB06433,7
BE0002450,Ribonucleoside-diphosphate reductase subunit M2,Humans,X59618,P31350,DB00242; DB05003; DB05260,3
BE0003613,Ribonucleoside-diphosphate reductase subunit M2 B,Humans,AB036063,Q7LG56,DB00242,1
BE0000546,DNA polymerase alpha catalytic subunit,Humans,X06745,P09884,DB00242; DB00631; DB01073; DB01280,4
BE0003614,DNA polymerase epsilon catalytic subunit A,Humans,L09561,Q07864,DB00242,1
BE0003615,DNA polymerase epsilon subunit 2,Humans,AF025840,P56282,DB00242,1
BE0003617,DNA polymerase epsilon subunit 3,Humans,AF226077,Q9NRF9,DB00242,1
BE0003616,DNA polymerase epsilon subunit 4,Humans,BC031331,Q9NR33,DB00242,1
BE0000250,Purine nucleoside phosphorylase,Humans,X00737,P00491,DB00242; DB00900; DB01667; DB02222; DB02230; DB02377; DB02391; DB02568; DB02796; DB02857; DB03101; DB03551; DB03609; DB03881; DB04076; DB04260; DB04335; DB04753; DB04754; DB04757; DB06185,21
BE0008662,Voltage gated sodium channel,Humans,-,-,DB00243; DB09085; DB09088; DB09342; DB09345; DB11148; DB11186; DB13908,8
BE0008715,Voltage-dependent L-type calcium channel,Humans,M92270,Q13936,DB00243; DB00825; DB09089; DB09231; DB09232; DB09236; DB09238,7
