,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0000996,Long-chain-fatty-acid--CoA ligase 4,Humans,AF030555,O60488,DB00159; DB00412,2
BE0001093,Long-chain-fatty-acid--CoA ligase 3,Humans,D89053,O95573,DB00159,1
BE0000688,Free fatty acid receptor 1,Humans,AF024687,O14842,DB00159,1
BE0000223,Valine--tRNA ligase,Humans,X59303,P26640,DB00161,1
BE0000726,Retinol dehydrogenase 12,Humans,AK054835,Q96NR8,DB00162,1
BE0002319,Short-chain dehydrogenase/reductase 3,Humans,AF061741,O75911,DB00162,1
BE0002320,"All-trans-retinol 13,14-reductase",Humans,AY358568,Q6NUM9,DB00162,1
BE0002321,Retinol dehydrogenase 11,Humans,AF167438,Q8TC12,DB00162,1
BE0000032,Dehydrogenase/reductase SDR family member 4,Humans,AF044127,Q9BTZ2,DB00162,1
BE0002322,Retinol dehydrogenase 14,Humans,AF237952,Q9HBH5,DB00162,1
BE0002323,Retinol dehydrogenase 8,Humans,AF229845,Q9NYR8,DB00162,1
BE0000900,Lecithin retinol acyltransferase,Humans,AF071510,O95237,DB00162,1
BE0000301,Retinol-binding protein 1,Humans,M11433,P09455,DB00162; DB00459,2
BE0000593,Retinol dehydrogenase 13,Humans,AK075392,Q8NBN7,DB00162,1
BE0000255,Retinol-binding protein 3,Humans,M33875,P10745,DB00162,1
BE0000786,Retinaldehyde-binding protein 1,Humans,J04213,P12271,DB00162,1
BE0005056,Apolipoprotein D,Humans,J04213,P05090,DB00162,1
BE0000956,Nuclear receptor subfamily 1 group I member 2,Humans,AF061056,O75469,DB00163; DB00239; DB00252; DB00255; DB00257; DB00312; DB00421; DB00431; DB00499; DB00503; DB00530; DB00531; DB00532; DB00564; DB00675; DB00682; DB00754; DB00783; DB00834; DB00849; DB00977; DB01026; DB01039; DB01045; DB01068; DB01110; DB01115; DB01127; DB01138; DB01174; DB01181; DB01220; DB01229; DB01234; DB01248; DB01393; DB01708; DB02709; DB02789; DB04824; DB04930; DB06777; DB08604; DB08864; DB13179; DB13873; DB13952; DB13953; DB13954; DB13955; DB13956; DB14001; DB14002,53
BE0000872,Protein kinase C beta type,Humans,M13975,P05771,DB00163; DB14001; DB14002,3
BE0000248,Arachidonate 5-lipoxygenase,Humans,J03600,P09917,DB00163; DB00179; DB00233; DB00244; DB00471; DB00586; DB00711; DB00744; DB00795; DB00939; DB01014; DB01017; DB02709; DB11994; DB12010; DB14001; DB14002,17
BE0002324,Diacylglycerol kinase alpha,Humans,X62535,P23743,DB00163; DB14001; DB14002,3
BE0002325,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,Humans,X12656,P62714,DB00163; DB14001; DB14002,3
BE0002326,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,Humans,X12646,P67775,DB00163; DB14001; DB14002,3
BE0000076,SEC14-like protein 4,Humans,AY158085,Q9UDX3,DB00163; DB14001; DB14002,3
BE0000339,SEC14-like protein 3,Humans,AY158086,Q9UDX4,DB00163; DB14001; DB14002,3
BE0000256,SEC14-like protein 2,Humans,AL096881,O76054,DB00163; DB03796; DB14001; DB14002,4
BE0000042,Pyridoxal kinase,Humans,U89606,O00764,DB00165,1
BE0000040,"Lipoyltransferase 1, mitochondrial",Humans,AB017566,Q9Y234,DB00166,1
BE0002327,"Lipoyl synthase, mitochondrial",Humans,BC023635,O43766,DB00166,1
BE0002328,"Isoleucine--tRNA ligase, mitochondrial",Humans,AC103590,Q9NSE4,DB00167,1
BE0000573,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",Humans,U12778,P45954,DB00167; DB00313,2
BE0000491,"Isoleucine--tRNA ligase, cytoplasmic",Humans,D28473,P41252,DB00167,1
BE0000713,Vitamin K epoxide reductase complex subunit 1,Humans,AY423044,Q9BQB6,DB00170; DB00266; DB00498; DB00682; DB00946; DB01418,6
BE0002329,Vitamin K epoxide reductase complex subunit 1-like protein 1,Humans,AY423045,Q8N0U8,DB00170,1
BE0000048,Prothrombin,Humans,M17262,P00734,DB00170; DB00278; DB01123; DB04898; DB06695; DB09332; DB14487; DB14533,8
BE0000333,Coagulation factor VII,Humans,M13232,P08709,DB00170; DB09332,2
BE0000364,Coagulation factor IX,Humans,K02402,P00740,DB00170; DB09332,2
BE0000216,Coagulation factor X,Humans,K03194,P00742,DB00170; DB06228; DB06605; DB09075; DB09332; DB12364,6
BE0000380,Vitamin K-dependent protein C,Humans,M11228,P04070,DB00170; DB00464; DB09131; DB09332,4
BE0000943,Vitamin K-dependent protein S,Humans,M15036,P07225,DB00170; DB00464; DB09332,3
BE0000547,Vitamin K-dependent protein Z,Humans,M55670,P22891,DB00170,1
BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,J03934,P15559,DB00170; DB00266; DB03147,3
BE0000724,Osteocalcin,Humans,X53698,P02818,DB00170; DB01022; DB05260,3
BE0002330,"Proline dehydrogenase 1, mitochondrial",Humans,U82381,O43272,DB00172,1
BE0002331,Peptidyl-prolyl cis-trans isomerase H,Humans,AF016371,O43447,DB00172,1
BE0002332,Peptidyl-prolyl cis-trans isomerase B,Humans,M60857,P23284,DB00172,1
BE0001399,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",Humans,M80254,P30405,DB00172,1
BE0002333,Peptidyl-prolyl cis-trans isomerase C,Humans,S71018,P45877,DB00172,1
BE0001014,Peptidyl-prolyl cis-trans isomerase A,Humans,Y00052,P62937,DB00172,1
BE0002334,Peptidyl-prolyl cis-trans isomerase G,Humans,U40763,Q13427,DB00172,1
BE0002335,Pyrroline-5-carboxylate reductase,Humans,AF151351,Q4W8W1,DB00172,1
BE0002336,"Probable proline--tRNA ligase, mitochondrial",Humans,BC007956,Q7L3T8,DB00172,1
BE0004615,Pyrroline-5-carboxylate reductase 3,Humans,U47924,Q53H96,DB00172,1
BE0002337,Trans-L-3-hydroxyproline dehydratase,Humans,BC012131,Q96EM0,DB00172,1
BE0000423,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),Humans,AF151978,Q9UN76,DB00172,1
BE0000723,Sodium-dependent proline transporter,Humans,S80071,Q99884,DB00172,1
BE0000115,Adenine phosphoribosyltransferase,Humans,Y00486,P07741,DB00173; DB01632; DB04272,3
BE0003786,Low molecular weight phosphotyrosine protein phosphatase,Humans,M83653,P24666,DB00173,1
BE0002791,Peroxisomal trans-2-enoyl-CoA reductase,Humans,AJ250303,Q9BY49,DB00173,1
BE0004323,SRSF protein kinase 2,Humans,U88666,P78362,DB00173,1
BE0001128,S-methyl-5'-thioadenosine phosphorylase,Humans,U22233,Q13126,DB00173,1
BE0000236,Neutral amino acid transporter B(0),Humans,U53347,Q15758,DB00174; DB13146,2
BE0002338,"Probable asparagine--tRNA ligase, mitochondrial",Humans,BC007800,Q96I59,DB00174,1
BE0000607,"Asparagine--tRNA ligase, cytoplasmic",Humans,AJ000334,O43776,DB00174,1
BE0000749,Sodium-dependent serotonin transporter,Humans,X70697,P31645,DB00176; DB00182; DB00191; DB00193; DB00215; DB00245; DB00285; DB00289; DB00321; DB00344; DB00408; DB00454; DB00458; DB00472; DB00476; DB00514; DB00540; DB00543; DB00574; DB00579; DB00656; DB00661; DB00715; DB00726; DB00805; DB00852; DB00907; DB00988; DB01104; DB01105; DB01114; DB01142; DB01149; DB01151; DB01175; DB01191; DB01242; DB01577; DB04821; DB04832; DB04896; DB06148; DB06204; DB06684; DB06700; DB06701; DB08918; DB09068; DB09167; DB09195; DB09225,51
BE0000090,Potassium voltage-gated channel subfamily H member 2,Humans,U04270,Q12809,DB00176; DB00199; DB00204; DB00276; DB00280; DB00308; DB00342; DB00346; DB00455; DB00457; DB00458; DB00472; DB00477; DB00489; DB00537; DB00590; DB00604; DB00637; DB00661; DB00675; DB00679; DB00908; DB01026; DB01035; DB01074; DB01100; DB01110; DB01118; DB01136; DB01142; DB01149; DB01162; DB01182; DB01195; DB01211; DB01218; DB01244; DB04855; DB06144; DB06217; DB11090; DB11186; DB11386; DB11633; DB11642,45
BE0000062,Type-1 angiotensin II receptor,Humans,M91464,P30556,DB00177; DB00275; DB00678; DB00796; DB00876; DB00966; DB01029; DB08822,8
BE0000221,Angiotensin-converting enzyme,Humans,J04144,P12821,DB00178; DB00492; DB00519; DB00542; DB00584; DB00691; DB00722; DB00790; DB00881; DB01180; DB01197; DB01340; DB01348; DB09477; DB13166,15
BE0005831,B1 bradykinin receptor,Humans,J04144,P46663,DB00178; DB01197; DB09477; DB14487; DB14533,5
BE0000685,Sex hormone-binding globulin,Humans,X16349,P04278,DB00179; DB00255; DB00367; DB00396; DB00421; DB00539; DB00655; DB00675; DB00882; DB00890; DB00977; DB04573; DB04824; DB09371; DB11221; DB11619; DB14487; DB14533,18
BE0000794,Glucocorticoid receptor,Humans,X03225,P04150,DB00180; DB00223; DB00240; DB00253; DB00288; DB00324; DB00351; DB00394; DB00396; DB00421; DB00443; DB00547; DB00588; DB00591; DB00596; DB00620; DB00635; DB00663; DB00687; DB00741; DB00764; DB00769; DB00834; DB00838; DB00846; DB00860; DB14596; DB00896; DB00959; DB01013; DB01047; DB01130; DB01185; DB01222; DB01234; DB01260; DB01380; DB01410; DB06781; DB08867; DB08906; DB09091; DB09095; DB11619; DB11921; DB13158; DB13867; DB14512; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544,54
BE0000217,Gamma-aminobutyric acid type B receptor subunit 1,Humans,AJ225028,Q9UBS5,DB00181; DB00996; DB01080; DB01956; DB02530,5
BE0002340,Gamma-aminobutyric acid type B receptor subunit 2,Humans,AJ012188,O75899,DB00181; DB00996; DB02530,3
BE0000118,Synaptic vesicular amine transporter,Humans,L09118,Q05940,DB00182; DB00206; DB00368; DB00502; DB00579; DB00865; DB00988; DB01089; DB01364; DB01576; DB01577; DB04821; DB04844; DB05381; DB06706; DB06714; DB12161,17
BE0000647,Sodium-dependent dopamine transporter,Humans,M96670,Q01959,DB00182; DB00191; DB00245; DB00285; DB00408; DB00422; DB00454; DB00458; DB00476; DB00543; DB00579; DB00721; DB00726; DB00745; DB00830; DB00852; DB00865; DB00907; DB00937; DB00988; DB01104; DB01105; DB01114; DB01146; DB01149; DB01156; DB01161; DB01175; DB01576; DB01577; DB04821; DB06148; DB06413; DB06700; DB06701; DB14754,36
BE0000867,Cocaine- and amphetamine-regulated transcript protein,Humans,U16826,Q16568,DB00182,1
BE0001044,Trace amine-associated receptor 1,Humans,AF380185,Q96RJ0,DB00182; DB01255; DB01576; DB01577; DB06714,5
BE0000486,Sodium-dependent noradrenaline transporter,Humans,M65105,P23975,DB00182; DB00191; DB00193; DB00226; DB00234; DB00245; DB00285; DB00289; DB00321; DB00344; DB00408; DB00422; DB00454; DB00458; DB00476; DB00514; DB00540; DB00543; DB00579; DB00696; DB00715; DB00726; DB00830; DB00852; DB00907; DB00934; DB00937; DB00988; DB01105; DB01114; DB01142; DB01149; DB01151; DB01156; DB01170; DB01173; DB01175; DB01221; DB01242; DB01364; DB01576; DB01577; DB01579; DB04821; DB04840; DB04896; DB06148; DB06204; DB06700; DB06701; DB08918; DB09167; DB09185; DB09225; DB14754,55
BE0004888,Alpha adrenergic receptor,Humans,D25235,P35348,DB00182; DB00268; DB01365; DB09205; DB11273; DB11278; DB11577; DB13345,8
BE0004872,Beta adrenergic receptor,Humans,J03019,P08588,DB00182; DB00217; DB00334; DB00540; DB00726; DB01365; DB11273; DB11278; DB13345,9
BE0000756,D(2) dopamine receptor,Humans,M30625,P14416,DB00182; DB00246; DB00248; DB00268; DB00334; DB00363; DB00372; DB00391; DB00408; DB00409; DB00413; DB00420; DB00433; DB00450; DB00458; DB00477; DB00490; DB00502; DB00508; DB00540; DB00543; DB00555; DB00568; DB00589; DB00623; DB00679; DB00696; DB00714; DB00726; DB00734; DB00777; DB00805; DB00831; DB00850; DB00875; DB00915; DB00933; DB00934; DB00988; DB01043; DB01063; DB01069; DB01100; DB01151; DB01184; DB01186; DB01200; DB01221; DB01224; DB01233; DB01235; DB01238; DB01239; DB01267; DB01392; DB01403; DB01618; DB01621; DB01623; DB01624; DB04842; DB04844; DB04946; DB05271; DB05316; DB06016; DB06144; DB06148; DB06216; DB06288; DB08815; DB09097; DB09128; DB09225; DB11274; DB14185,76
BE0002196,Amine oxidase [flavin-containing] B,Humans,S62734,P27338,DB00182; DB00191; DB00752; DB00780; DB00909; DB01037; DB01132; DB01171; DB01247; DB01367; DB01577; DB01626; DB03147; DB04820; DB04821; DB04832; DB06654,17
BE0004909,Monoamine oxidase,Humans,M68840,P21397,DB00182; DB00721; DB01168; DB01171,4
BE0008661,vesicular monoamine transporter 2 (VMAT2),Humans,M68840,Q99870,DB00182; DB11915; DB12010,3
BE0001158,Gastrin/cholecystokinin type B receptor,Humans,L08112,P32239,DB00183,1
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Humans,L35901,P43681,DB00184; DB00237; DB00241; DB00306; DB00312; DB00418; DB00514; DB00564; DB00572; DB00599; DB00657; DB00674; DB00747; DB00753; DB00783; DB00794; DB00849; DB00915; DB00981; DB01174; DB01245; DB01273; DB01351; DB01353; DB13952; DB13953; DB13954; DB13955; DB13956,29
BE0000850,Neuronal acetylcholine receptor subunit beta-2,Humans,X53179,P17787,DB00184; DB00514; DB00564; DB00572; DB00657; DB00674; DB00747; DB00753; DB00981; DB01245; DB01273,11
BE0000738,Neuronal acetylcholine receptor subunit alpha-2,Humans,U62431,Q15822,DB00184; DB00411; DB00416; DB00472; DB00483; DB00514; DB00565; DB00657; DB00674; DB00721; DB00728; DB00810; DB01199; DB01245; DB01336; DB01337; DB01338; DB01339,18
BE0003585,Neuronal acetylcholine receptor subunit alpha-3,Humans,M86383,P32297,DB00184; DB00472; DB00514; DB00674; DB00848; DB00915; DB01090; DB01156; DB01227; DB01273,10
BE0003586,Neuronal acetylcholine receptor subunit alpha-5,Humans,M83712,P30532,DB00184; DB00674,2
BE0003587,Neuronal acetylcholine receptor subunit alpha-6,Humans,U62435,Q15825,DB00184; DB00674; DB01273,3
BE0002343,Neuronal acetylcholine receptor subunit alpha-9,Humans,AJ243342,Q9UGM1,DB00184; DB00674,2
BE0000411,Neuronal acetylcholine receptor subunit alpha-10,Humans,AJ278118,Q9GZZ6,DB00184; DB00202; DB00333; DB00674; DB01090; DB01116; DB01161,7
BE0003588,Neuronal acetylcholine receptor subunit beta-3,Humans,U62438,Q05901,DB00184; DB00674,2
BE0003584,Neuronal acetylcholine receptor subunit beta-4,Humans,U62439,P30926,DB00184; DB00472; DB00514; DB00674; DB01090; DB01227,6
BE0002090,Cytochrome P450 19A1,Humans,M22246,P11511,DB00184; DB00357; DB00655; DB00894; DB00990; DB01006; DB01026; DB01217,8
BE0000519,Choline O-acetyltransferase,Humans,S56138,P28329,DB00184,1
BE0000045,Muscarinic acetylcholine receptor M3,Humans,X15266,P20309,DB00185; DB00193; DB00202; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00363; DB00376; DB00383; DB00387; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00477; DB00496; DB00517; DB00540; DB00572; DB00599; DB00622; DB00715; DB00725; DB00747; DB00777; DB00809; DB00835; DB00934; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01142; DB01151; DB01224; DB01231; DB01238; DB01239; DB01337; DB01338; DB01403; DB01409; DB01591; DB01625; DB03128; DB04843; DB06153; DB06702; DB06709; DB06787; DB08897; DB09076; DB09089; DB09167; DB09300; DB11181; DB11235; DB12278; DB13720; DB14185,68
BE0000092,Muscarinic acetylcholine receptor M1,Humans,X52068,P11229,DB00185; DB00193; DB00202; DB00209; DB00219; DB00245; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00354; DB00363; DB00366; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00477; DB00483; DB00496; DB00508; DB00517; DB00540; DB00543; DB00572; DB00622; DB00670; DB00715; DB00725; DB00747; DB00771; DB00777; DB00782; DB00804; DB00805; DB00809; DB00810; DB00835; DB00875; DB00907; DB00934; DB00940; DB00942; DB00979; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01142; DB01148; DB01151; DB01175; DB01224; DB01231; DB01233; DB01238; DB01239; DB01403; DB01409; DB01591; DB01618; DB03128; DB04843; DB06153; DB06702; DB06787; DB08897; DB09076; DB09089; DB09167; DB11156; DB11181; DB11235; DB12278; DB14185,86
BE0004797,GABA-A receptor (anion channel),Humans,X13584,P14867,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00273; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901,43
BE0000736,Translocator protein,Humans,M36035,P30536,DB00186; DB00231; DB00404; DB00628; DB00829; DB00897; DB00962; DB01068; DB01178; DB01198; DB01544; DB01587,12
BE0000172,Beta-1 adrenergic receptor,Humans,J03019,P08588,DB00187; DB00195; DB00221; DB00243; DB00248; DB00264; DB00335; DB00368; DB00373; DB00397; DB00408; DB00489; DB00521; DB00555; DB00571; DB00598; DB00612; DB00668; DB00841; DB00852; DB00871; DB00938; DB00960; DB00983; DB01001; DB01064; DB01102; DB01118; DB01136; DB01151; DB01182; DB01193; DB01203; DB01210; DB01214; DB01288; DB01291; DB01297; DB01359; DB01407; DB01580; DB04846; DB04855; DB04861; DB06216; DB06262; DB09068; DB09351; DB11278,49
BE0002348,Proteasome subunit beta type-5,Humans,D29011,P28074,DB00188; DB08889,2
BE0002347,Proteasome subunit beta type-1,Humans,D00761,P20618,DB00188; DB08889,2
BE0002198,Amine oxidase [flavin-containing] A,Humans,M68840,P21397,DB00191; DB00752; DB00780; DB00805; DB00909; DB01037; DB01171; DB01247; DB01577; DB01626; DB03147; DB04820; DB04821; DB04832,14
BE0003476,Pro-neuropeptide Y,Humans,BC029497,P01303,DB00191,1
BE0000197,Sodium channel protein type 5 subunit alpha,Humans,M77235,Q14524,DB00192; DB00252; DB00280; DB00281; DB00379; DB00473; DB00527; DB00532; DB00564; DB00661; DB00680; DB00740; DB00750; DB00754; DB00776; DB00868; DB00907; DB00908; DB00909; DB01035; DB01056; DB01182; DB01195; DB01228; DB01320; DB01346; DB01426; DB06217; DB11633,29
BE0000770,Mu-type opioid receptor,Humans,L25119,P35372,DB00193; DB00295; DB00318; DB00321; DB00327; DB00333; DB00454; DB00497; DB00504; DB00514; DB00611; DB00647; DB00652; DB00704; DB00708; DB00802; DB00813; DB00836; DB00844; DB00854; DB00899; DB00904; DB00913; DB00921; DB00956; DB01081; DB01183; DB01192; DB01209; DB01221; DB01227; DB01452; DB06204; DB06230; DB06274; DB06800; DB09049; DB09061; DB09089; DB09209; DB09272; DB11186; DB11691,43
BE0000533,5-hydroxytryptamine receptor 2C,Humans,M81778,P28335,DB00193; DB00246; DB00247; DB00248; DB00321; DB00334; DB00363; DB00370; DB00408; DB00420; DB00434; DB00458; DB00472; DB00477; DB00540; DB00543; DB00574; DB00589; DB00623; DB00656; DB00696; DB00714; DB00726; DB00734; DB00777; DB00805; DB00934; DB01079; DB01142; DB01149; DB01151; DB01186; DB01191; DB01200; DB01224; DB01238; DB01239; DB01242; DB01267; DB01392; DB01403; DB04871; DB04948; DB06144; DB06148; DB06153; DB06216; DB06594; DB09195; DB14185,50
BE0000632,Kappa-type opioid receptor,Humans,U11053,P41145,DB00193; DB00289; DB00295; DB00318; DB00321; DB00327; DB00370; DB00396; DB00454; DB00497; DB00514; DB00555; DB00611; DB00647; DB00652; DB00704; DB00708; DB00813; DB00825; DB00836; DB00844; DB00854; DB00899; DB00921; DB01183; DB01209; DB01221; DB01452; DB06148; DB06204; DB06230; DB06274; DB06800; DB09209; DB09272; DB11186; DB11691,37
BE0000420,Delta-type opioid receptor,Humans,U07882,P41143,DB00193; DB00295; DB00318; DB00321; DB00327; DB00333; DB00497; DB00514; DB00611; DB00647; DB00704; DB00708; DB00813; DB00836; DB00844; DB00854; DB00899; DB00921; DB00956; DB01081; DB01183; DB01192; DB01221; DB01452; DB06204; DB06230; DB06274; DB09061; DB09209; DB09272; DB11691,31
BE0003438,Alpha-7 nicotinic cholinergic receptor subunit,Humans,AY641831,Q693P7,DB00193; DB00202; DB01043; DB01221,4
BE0000694,Beta-2 adrenergic receptor,Humans,Y00106,P07550,DB00195; DB00221; DB00248; DB00264; DB00335; DB00368; DB00373; DB00397; DB00449; DB00489; DB00521; DB00571; DB00598; DB00612; DB00668; DB00816; DB00841; DB00852; DB00867; DB00871; DB00925; DB00938; DB00960; DB00983; DB01001; DB01064; DB01102; DB01136; DB01151; DB01182; DB01193; DB01203; DB01210; DB01214; DB01274; DB01288; DB01291; DB01359; DB01366; DB01407; DB01580; DB04846; DB04861; DB05039; DB06216; DB06262; DB06814; DB09080; DB09082; DB11587; DB13139,51
BE0002705,Liver carboxylesterase 1,Humans,M73499,P23141,DB00198; DB00382; DB00454; DB00583; DB00647; DB00907; DB01183; DB01452; DB01599; DB02659; DB04838,11
BE0000914,Sialidase-1,Humans,AF040958,Q99519,DB00198,1
BE0003200,Sialidase-2,Humans,Y16535,Q9Y3R4,DB00198; DB00558,2
BE0003521,Motilin receptor,Humans,AL137000,O43193,DB00199,1
BE0000013,Adenosine receptor A1,Humans,S45235,P30542,DB00201; DB00277; DB00555; DB00640; DB00651; DB00806; DB00824; DB00996; DB01223; DB01303; DB09061,11
BE0000924,Adenosine receptor A2a,Humans,M97370,P29274,DB00201; DB00277; DB00358; DB00555; DB00640; DB00651; DB00806; DB00824; DB01303; DB06213,10
BE0000739,Ryanodine receptor 1,Humans,J05200,P21817,DB00201; DB01219; DB09085,3
BE0004922,Cyclic nucleotide phosphodiesterase,Humans,U40370,P54750,DB00201,1
BE0002385,DNA-dependent protein kinase catalytic subunit,Humans,U47077,P78527,DB00201,1
BE0002406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Humans,Y10055,O00329,DB00201; DB11952; DB12010; DB12483,4
BE0002379,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Humans,Z29090,P42336,DB00201; DB12015; DB12483,3
BE0002407,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Humans,S67334,P42338,DB00201,1
BE0004914,"Inositol 1,4,5-trisphosphate receptor",Humans,S67334,Q14643,DB00201,1
BE0004874,Serine-protein kinase ATM,Humans,S67334,Q13315,DB00201,1
BE0000560,Muscarinic acetylcholine receptor M2,Humans,M16404,P08172,DB00202; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00483; DB00496; DB00508; DB00517; DB00540; DB00572; DB00622; DB00715; DB00725; DB00728; DB00747; DB00777; DB00804; DB00809; DB00835; DB00907; DB00934; DB00986; DB01019; DB01036; DB01062; DB01069; DB01075; DB01085; DB01142; DB01148; DB01151; DB01224; DB01231; DB01238; DB01239; DB01336; DB01337; DB01338; DB01403; DB01409; DB01591; DB03128; DB04834; DB06153; DB06702; DB06787; DB08801; DB08897; DB09076; DB09089; DB09167; DB09300; DB11181; DB11235; DB12278; DB14185,71
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",Humans,AF043731,O76074,DB00203; DB00277; DB00806; DB00820; DB00862; DB00975; DB04272; DB06237; DB06267; DB12010,10
BE0003556,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Humans,M36476,P18545,DB00203; DB00862,2
BE0003557,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Humans,D45399,Q13956,DB00203; DB00862,2
BE0000210,Potassium channel subfamily K member 2,Humans,AF129399,O95069,DB00204; DB04855,2
BE0001131,ATP-sensitive inward rectifier potassium channel 12,Humans,L36069,Q14500,DB00204,1
BE0001153,Beta-hexosaminidase subunit beta,Humans,M13519,P07686,DB00205,1
BE0004674,Chromaffin granule amine transporter,Humans,L09118,P54219,DB00206; DB00368; DB01577,3
BE0003408,Baculoviral IAP repeat-containing protein 5,Humans,U75285,O15392,DB00206; DB04115,2
BE0000110,P2Y purinoceptor 12,Humans,AF313449,Q9H244,DB00208; DB00374; DB00758; DB01240; DB06209; DB06441; DB08816,7
BE0000144,Retinoic acid receptor gamma,Humans,M24857,P13631,DB00210; DB00459; DB00523; DB00755; DB00799; DB00982,6
BE0000206,Retinoic acid receptor beta,Humans,X07282,P10826,DB00210; DB00459; DB00523; DB00755; DB00799,5
BE0000707,Retinoic acid receptor RXR-gamma,Humans,U38480,P48443,DB00210; DB00307; DB00412; DB00459; DB00523; DB00755; DB01393; DB03756,8
BE0000078,Retinoic acid receptor RXR-beta,Humans,X63522,P28702,DB00210; DB00307; DB00412; DB00459; DB00523; DB00755; DB00799; DB01393; DB03756,9
BE0000663,Retinoic acid receptor alpha,Humans,X06614,P10276,DB00210; DB00459; DB00523; DB00755; DB00799; DB00982,6
BE0000501,Alpha-1A adrenergic receptor,Humans,D25235,P35348,DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00449; DB00450; DB00457; DB00458; DB00477; DB00540; DB00543; DB00555; DB00575; DB00590; DB00610; DB00622; DB00656; DB00661; DB00668; DB00679; DB00692; DB00696; DB00699; DB00706; DB00723; DB00726; DB00734; DB00751; DB00777; DB00797; DB00800; DB00831; DB00852; DB00865; DB00875; DB00908; DB00925; DB00935; DB00964; DB01069; DB01136; DB01142; DB01149; DB01162; DB01175; DB01186; DB01200; DB01224; DB01238; DB01253; DB01267; DB01364; DB01403; DB01576; DB01579; DB01624; DB04855; DB04946; DB04948; DB06144; DB06153; DB06207; DB06216; DB06262; DB06694; DB06706; DB06711; DB06764; DB12278; DB14185,78
BE0000575,Alpha-1B adrenergic receptor,Humans,M99589,P35368,DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00457; DB00458; DB00477; DB00540; DB00575; DB00590; DB00622; DB00661; DB00668; DB00679; DB00692; DB00696; DB00706; DB00723; DB00726; DB00734; DB00745; DB00777; DB00800; DB00908; DB00925; DB00935; DB01136; DB01142; DB01149; DB01162; DB01186; DB01200; DB01224; DB01238; DB01267; DB01403; DB01576; DB01579; DB01608; DB04855; DB06144; DB06153; DB06207; DB06262; DB06694; DB09128; DB14185,55
BE0000715,Alpha-1D adrenergic receptor,Humans,M76446,P25100,DB00211; DB00248; DB00298; DB00321; DB00346; DB00368; DB00388; DB00420; DB00457; DB00458; DB00540; DB00575; DB00590; DB00622; DB00661; DB00668; DB00692; DB00696; DB00706; DB00723; DB00777; DB00800; DB00908; DB00925; DB00935; DB01136; DB01142; DB01162; DB01186; DB01200; DB01224; DB01403; DB04855; DB06144; DB06153; DB06207; DB06262; DB06694,38
BE0000349,Potassium-transporting ATPase alpha chain 1,Humans,J05451,P20648,DB00213; DB00338; DB00448; DB00736; DB01129; DB05351,6
BE0000502,Solute carrier family 12 member 1,Humans,U58130,Q13621,DB00214; DB00232; DB00310; DB00534; DB00695; DB00774; DB00887; DB00903; DB01325; DB02925,10
BE0000281,Solute carrier family 12 member 2,Humans,U30246,P55011,DB00214; DB00887; DB01325,3
