,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0000024,Amiloride-sensitive sodium channel subunit beta,Humans,X87159,P51168,DB00384; DB00594,2
BE0000495,Amiloride-sensitive sodium channel subunit delta,Humans,U38254,P51172,DB00384; DB00594,2
BE0000507,Thyroid peroxidase,Humans,J02969,P07202,DB00389; DB00509; DB00550; DB00763; DB08604; DB11085; DB11496,7
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Humans,D00099,P05023,DB00390; DB00511; DB00774; DB00903; DB01021; DB01078; DB01092; DB01119; DB01158; DB01188; DB01244; DB01345; DB01370; DB01378; DB01396; DB01430; DB06157; DB13996; DB14498; DB14499; DB14514; DB14515; DB14517; DB14518,24
BE0002357,Voltage-dependent L-type calcium channel subunit alpha-1F,Humans,AJ006216,O60840,DB00393; DB00568; DB00661; DB01388; DB04855; DB04920; DB09229,7
BE0002358,Voltage-dependent L-type calcium channel subunit beta-3,Humans,X76555,P54284,DB00393; DB00661; DB01388; DB04855,4
BE0002356,Voltage-dependent L-type calcium channel subunit beta-4,Humans,U95020,O00305,DB00393; DB00661; DB01388; DB04855,4
BE0000668,Mineralocorticoid receptor,Humans,M16801,P08235,DB00393; DB00396; DB00421; DB00588; DB00624; DB00687; DB00700; DB01023; DB01134; DB01395; DB02901; DB02998; DB04630; DB04652; DB06780; DB08906; DB13867; DB13943; DB13944; DB13946; DB13951,21
BE0000634,Serine/threonine-protein kinase B-raf,Humans,M95712,P15056,DB00398; DB05190; DB05984; DB06999; DB07000; DB08553; DB08881; DB08896; DB08912; DB11718; DB12010,11
BE0000036,RAF proto-oncogene serine/threonine-protein kinase,Humans,X03484,P04049,DB00398; DB04973; DB05190; DB05268; DB08862; DB08896; DB08912; DB12010,8
BE0000023,Vascular endothelial growth factor receptor 3,Humans,X69878,P35916,DB00398; DB01268; DB04879; DB05075; DB05932; DB06080; DB06101; DB06589; DB06626; DB08896; DB09078; DB09079; DB12010,13
BE0000369,Vascular endothelial growth factor receptor 2,Humans,AF035121,P35968,DB00398; DB01268; DB04727; DB04849; DB04879; DB05014; DB05075; DB05146; DB05198; DB05578; DB05931; DB05984; DB06080; DB06101; DB06436; DB06589; DB06595; DB06626; DB06938; DB07183; DB07274; DB07326; DB07333; DB07334; DB07514; DB07528; DB07537; DB08042; DB08519; DB08875; DB08896; DB08901; DB09078; DB09079; DB12010; DB12147; DB12307,37
BE0000147,Receptor-type tyrosine-protein kinase FLT3,Humans,U02687,P36888,DB00398; DB01268; DB05014; DB05465; DB06080; DB06469; DB06595; DB08901; DB09079; DB12010; DB12141; DB12267; DB12742; DB12874,14
BE0000453,Mast/stem cell growth factor receptor Kit,Humans,X06182,P10721,DB00398; DB00619; DB01254; DB01268; DB01962; DB04868; DB05146; DB05913; DB06080; DB06589; DB06595; DB08896; DB08901; DB09078; DB09103; DB12010; DB12147; DB12742,18
BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,Humans,X12949,P07949,DB00398; DB01809; DB05294; DB08875; DB08896; DB08901; DB12010; DB12742,8
BE0000029,Vascular endothelial growth factor receptor 1,Humans,X51602,P17948,DB00398; DB01268; DB04879; DB05075; DB05913; DB05932; DB06080; DB06101; DB06589; DB06626; DB07288; DB08896; DB09078; DB09079; DB09221; DB10770; DB12010,17
BE0003570,Geranylgeranyl pyrophosphate synthase,Humans,AB017971,O95749,DB00399; DB02552; DB04695; DB04714; DB06548; DB06830; DB06931; DB07221; DB07410; DB07780; DB07841; DB07873; DB08529,13
BE0000283,Tubulin beta chain,Yeast,M19398,P10875,DB00400,1
BE0000646,Tubulin alpha chain,Yeast,U38534,P87066,DB00400,1
BE0004660,"Keratin, type I cytoskeletal 12",Humans,U38534,Q99456,DB00400; DB11157,2
BE0000402,Cholecystokinin receptor type A,Humans,L13605,P32238,DB00403; DB04856; DB04867; DB08862,4
BE0000280,Antithrombin-III,Humans,M21642,P01008,DB00407; DB00569; DB01109; DB01225; DB04464; DB05361; DB06271; DB06754; DB06779; DB06822; DB08813; DB09130; DB09141; DB09258; DB11598,15
BE0000775,Heparin cofactor 2,Humans,M12849,P05546,DB00407; DB01593; DB06271; DB09130; DB09258; DB14487; DB14533,7
BE0004688,5-hydroxytryptamine receptor 5A,Humans,D49394,P47898,DB00408; DB06216,2
BE0000804,Isoleucine--tRNA ligase,Staphylococcus aureus,X74219,P41972,DB00410,1
BE0004290,Penicillin-binding protein 1A,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),M90527,Q8DR59,DB00415; DB00438; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01000; DB01140; DB01163; DB01331; DB01603; DB03313; DB08375; DB08795,17
BE0001018,Solute carrier family 15 member 1,Humans,U13173,P46059,DB00415; DB00417; DB00493; DB00713; DB01053; DB01212; DB03793; DB09213,8
BE0001134,Solute carrier family 15 member 2,Humans,S78203,Q16348,DB00415; DB00493; DB00713; DB01053,4
BE0003379,Angiopoietin-1 receptor,Humans,L06139,Q02763,DB00415; DB05294; DB08221; DB08896; DB08901; DB12010,6
BE0003618,MecA PBP2' (penicillin binding protein 2'),Staphylococcus aureus,X52593,Q53707,DB00417; DB01332; DB01603,3
BE0001304,Penicillin acylase,Lysinibacillus sphaericus,M15660,P12256,DB00417; DB01822; DB03661,3
BE0000477,Ceramide glucosyltransferase,Humans,D50840,Q16739,DB00419; DB09039,2
BE0003542,"Cytochrome P450 11B2, mitochondrial",Humans,X54741,P19099,DB00421,1
BE0004886,17alpha-hydroxylase,Humans,-,-,DB00421,1
BE0004885,"17,20-desmolase",Humans,-,-,DB00421,1
BE0004887,3-oxo-5-alpha-steroid 4-dehydrogenase,,M32313,P18405,DB00421,1
BE0004911,Dihydrotestosterone receptor,Humans,-,-,DB00421,1
BE0000633,DNA polymerase catalytic subunit,HHV-3,X04370,P09252,DB00426; DB00787; DB13896,3
BE0001045,"Solute carrier family 2, facilitated glucose transporter member 2",Humans,J03810,P11168,DB00428,1
BE0004258,O-GlcNAcase BT_4395,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482),AE015928,Q89ZI2,DB00428; DB07432; DB08255,3
BE0005827,Bifunctional protein NCOAT,Humans,AE015928,O60502,DB00428,1
BE0003686,Penicillin-binding protein 1A,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),U73780,Q07806,DB00430; DB01329,2
BE0003687,Penicillin-binding protein 1B,Pseudomonas aeruginosa,AF147449,Q9X6W0,DB00430; DB00438; DB01329; DB09050,4
BE0003578,Guanylate cyclase soluble subunit alpha-2,Humans,X63282,P33402,DB00435; DB01020; DB08931; DB09241; DB09282; DB13170,6
BE0004778,Metallothionein-1A,Humans,X63282,P04731,DB00435; DB01593; DB14487; DB14533,4
BE0000693,"Indoleamine 2,3-dioxygenase 1",Humans,M34455,P14902,DB00435,1
BE0000419,Solute carrier family 12 member 3,Humans,U44128,P55017,DB00436; DB00524; DB00562; DB00808; DB00880; DB00999; DB01021; DB01119; DB01324; DB01325,10
BE0002204,Xanthine dehydrogenase/oxidase,Humans,D11456,P47989,DB00437; DB00583; DB01685; DB03147; DB03328; DB03516; DB03841; DB04854; DB05262,9
BE0004648,Penicillin-binding protein 2,Pseudomonas aeruginosa,AF147449,Q9X6V3,DB00438; DB01413,2
BE0004649,D-alanyl-D-alanine endopeptidase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),X04516,P72161,DB00438,1
BE0000637,UMP-CMP kinase,Humans,AF070416,P30085,DB00441; DB03403; DB03435; DB03664; DB04444,5
BE0000531,Chromodomain-helicase-DNA-binding protein 1,Humans,AF006513,O14646,DB00445,1
BE0004650,50S ribosomal protein L16,Escherichia coli (strain K12),-,P0ADY7,DB00446,1
BE0001544,Dr hemagglutinin structural subunit,Escherichia coli,M62834,P24093,DB00446; DB07492; DB07565; DB08621,4
BE0000929,Complement decay-accelerating factor,Humans,M31516,P08174,DB00446,1
BE0003474,Microtubule-associated protein tau,Humans,BN000503,P10636,DB00448; DB00637; DB01229; DB01248,4
BE0000279,30S ribosomal protein S12,Escherichia coli (strain K12),V00355,P0A7S3,DB00452; DB00479; DB00560; DB00684; DB00798; DB00919; DB00955; DB00994; DB01082; DB01172; DB03615; DB04729; DB06696,13
BE0000919,C-X-C chemokine receptor type 4,Humans,L01639,P61073,DB00452; DB05501; DB06809; DB12498; DB12698,5
BE0001349,D-alanyl-D-alanine carboxypeptidase,Streptomyces sp. (strain R61),X05109,P15555,DB00456; DB01786; DB01868; DB02136; DB02514; DB02578; DB03313; DB03450; DB03820; DB03843; DB03927; DB04340; DB04488,13
BE0001358,Beta-lactamase,Escherichia coli (strain K12),J01611,P00811,DB00456; DB01147; DB01896; DB02094; DB02247; DB02503; DB02588; DB02627; DB02772; DB02797; DB02858; DB03140; DB03437; DB03530; DB03658; DB04035; DB04293; DB04360; DB06922; DB07057; DB07114; DB07541; DB07663; DB07803; DB07823; DB07824; DB07825; DB07850; DB07927; DB08306; DB08336; DB08337; DB08375; DB08551; DB08552; DB08573; DB08623; DB08731,38
BE0005191,Potassium voltage-gated channel subfamily H member 1,Humans,L41147,O95259,DB00458; DB00637,2
BE0000866,Platelet glycoprotein IX,Humans,X52997,P14770,DB00468,1
BE0000061,Cannabinoid receptor 1,Humans,X54937,P21554,DB00470; DB00486; DB02955; DB05077; DB05201; DB05372; DB05750; DB06155; DB09061; DB09288; DB11755; DB14009; DB14011,13
BE0000095,Cannabinoid receptor 2,Humans,X74328,P34972,DB00470; DB00486; DB02955; DB06202; DB09061; DB11755; DB14009; DB14011,8
BE0000705,Cysteinyl leukotriene receptor 1,Humans,AF119711,Q9Y271,DB00471; DB00549; DB00587; DB00716; DB01411; DB08855; DB11858,7
BE0004552,Cyclin-dependent kinases regulatory subunit 1,Humans,M81778,P61024,DB00472; DB02681,2
BE0004881,5-hydroxytryptamine 2 receptor,Humans,S42168,P28223,DB00477,1
BE0000418,Calmodulin,Humans,J04046,P0DP23,DB00477; DB00527; DB00622; DB00623; DB00753; DB00831; DB00836; DB00850; DB00925; DB01023; DB01065; DB01069; DB01100; DB01115; DB01244; DB01373; DB01429; DB02868; DB03900; DB03977; DB04513; DB04825; DB04841; DB08039; DB08231; DB11093; DB11348; DB13800; DB14481,29
BE0004879,alpha1-acid glycoprotein,Humans,X02544,P02763,DB00477; DB01041,2
BE0000630,Matrix protein 2,Influenza A virus (strain A/Ann Arbor/6/1960 H2N2),M23978,P21430,DB00478; DB00915,2
BE0004755,Protein cereblon,Humans,V00355,Q96SW2,DB00480; DB01041; DB08910,3
BE0003517,Tumor necrosis factor ligand superfamily member 11,Humans,AF013171,O14788,DB00480; DB06511; DB06643; DB11582,4
BE0003403,Cadherin-5,Humans,X79981,P33151,DB00480; DB05685,2
BE0008982,Serpin B9,Humans,AB006590,P50453,DB00481,1
BE0008981,Trefoil factor 1,Humans,AB006590,P04155,DB00481; DB04468,2
BE0001193,3-phosphoinositide-dependent protein kinase 1,Humans,AF017995,O15530,DB00482; DB01863; DB01933; DB01946; DB02010; DB03777; DB04522; DB06932; DB07033; DB07132; DB07300; DB07456; DB07457; DB12010,14
BE0002369,ATP-binding cassette sub-family B member 5,Humans,AY090613,Q2M3G0,DB00482; DB04851; DB14067,3
BE0001067,ATP-binding cassette sub-family G member 2,Humans,AF103796,Q9UNQ0,DB00482; DB04851; DB11995,3
BE0009126,Penicillin-binding protein 3,Listeria monocytogenes serotype 4b str. LL195,J03853,A0A0E1R3H3,DB00485,1
BE0004950,DNA topoisomerase 1,Staphylococcus aureus,J04088,Q06AK7,DB00487; DB01051,2
BE0004698,Neutral alpha-glucosidase AB,Humans,Y00839,Q14697,DB00491,1
BE0004699,Neutral alpha-glucosidase C,Humans,Y00839,Q8TET4,DB00491,1
BE0001066,Solute carrier family 22 member 6,Humans,AF057039,Q4U2R8,DB00493; DB01032; DB01212,3
BE0003645,Solute carrier family 22 member 8,Humans,AF097491,Q8TCC7,DB00493; DB01032; DB01053; DB01212; DB11995,5
BE0000879,Solute carrier family 22 member 11,Humans,AB026116,Q9NSA0,DB00493; DB01032; DB01212; DB11560,4
BE0003646,Solute carrier family 22 member 7,Humans,AF097518,Q9Y694,DB00493,1
BE0008388,Beta-lactamase,Acinetobacter baumannii,V00494,B2ZTR6,DB00493,1
BE0002449,Telomerase reverse transcriptase,Humans,AF015950,O14746,DB00495; DB05036; DB12747,3
BE0004899,Kappa-type opioid receptor 2b,Humans,-,-,DB00497,1
BE0003478,Melanin-concentrating hormone receptor 1,Humans,U71092,Q99705,DB00502,1
BE0002674,Pyruvate-flavodoxin oxidoreductase,Desulfovibrio africanus,Y09702,P94692,DB00507; DB01987; DB02410,3
BE0004826,D-Ala-D-Ala moiety of NAM/NAG peptide subunits of peptidoglycan,Gram-positive Bacteria,-,-,DB00512; DB06149; DB06219,3
BE0001283,Apolipoprotein(a),Humans,X06290,P08519,DB00513,1
BE0000290,"HCG20471, isoform CRA_c",Humans,AL450283,Q5T1J1,DB00514; DB00704; DB05792,3
BE0004896,Membrane-associated progesterone receptor component 1,Humans,X70697,O00264,DB00514,1
BE0004904,NADPH oxidase,Humans,U11053,P04839,DB00514,1
BE0008954,DNA-3-methyladenine glycosylase,Humans,-,P29372,DB00515; DB01593; DB14487; DB14533,4
BE0000510,Serotransferrin,Humans,M12530,P02787,DB00515; DB00677; DB01370; DB01592; DB01593; DB06757; DB09130; DB11397; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14517; DB14518; DB14533,17
BE0002833,Copper transport protein ATOX1,Humans,U70660,O00244,DB00515; DB02772; DB03127,3
BE0004789,Tubulin beta-2 chain,Pig roundworm,X15266,F1L7U3,DB00518,1
BE0001340,Tubulin alpha-1A chain,Humans,X01703,Q71U36,DB00518; DB00570; DB00643; DB01873; DB03010; DB05147; DB07574; DB11638; DB12695,9
BE0001367,Tubulin beta-4B chain,Humans,X02344,P68371,DB00518; DB00643; DB01873; DB03010; DB04910; DB05147; DB12695,7
BE0001487,Fumarate reductase flavoprotein subunit,Shewanella oneidensis (strain MR-1),AE014299,P83223,DB00518; DB01677; DB03147,3
BE0000970,Insulin-like growth factor-binding protein 3,Humans,M31159,P17936,DB00523; DB01277; DB06448,3
BE0008996,Pregnancy-specific beta-1-glycoprotein 5,Humans,M31159,Q15238,DB00523,1
BE0009043,Cytochrome P450 26C1,Humans,M31159,Q6V0L0,DB00523; DB00755,2
BE0004670,Squalene monooxygenase,Yeast,U44128,Q92206,DB00525,1
BE0001046,Elastin,Humans,M17282,P15502,DB00533,1
BE0003621,Penicillin-binding protein 2,Neisseria gonorrhoeae,M32091,P08149,DB00535,1
BE0003622,PBP3,Haemophilus influenzae,M32091,Q60FT7,DB00535,1
BE0001754,Argininosuccinate synthase,Escherichia coli (strain K12),M35236,P0A6E4,DB00536; DB09462,2
BE0004524,Disks large homolog 4,Humans,-,P78352,DB00536; DB01972,2
BE0002994,Arginase,Bacillus caldovelox,U48226,P53608,DB00536,1
BE0008382,DNA gyrase subunit A,Escherichia coli (strain K12),U04270,P0AES4,DB00537; DB11943,2
BE0008383,DNA topoisomerase 4 subunit A,Staphylococcus aureus,U04270,P0C1U9,DB00537,1
BE0008386,DNA topoisomerase 4 subunit B,Bacillus subtilis (strain 168),U04270,Q59192,DB00537,1
BE0008387,DNA gyrase subunit A,Bacillus subtilis (strain 168),U04270,P05653,DB00537,1
BE0008392,Multidrug resistance protein MdtK,Escherichia coli,U04270,C3T8E2,DB00537,1
BE0008384,Gyrase A,Mycobacterium tuberculosis,U04270,B4YQT9,DB00537,1
BE0008385,DNA gyrase subunit A,Staphylococcus aureus,U04270,P20831,DB00537,1
BE0004897,Sigma receptor,Humans,M30625,O00264,DB00540; DB01104,2
BE0001391,Tubulin alpha-4A chain,Humans,X06956,P68366,DB00541; DB01179; DB01873; DB03010; DB05147; DB06772; DB12695,7
BE0000474,Thioredoxin reductase,Staphylococcus aureus (strain Mu50 / ATCC 700699),BA000017,P66010,DB00548,1
BE0003610,3-oxo-5-beta-steroid 4-dehydrogenase,Humans,Z28339,P51857,DB00548; DB01216; DB07447; DB07557,4
BE0000585,3-oxo-5-alpha-steroid 4-dehydrogenase 2,Humans,M74047,P31213,DB00548; DB01126; DB01216,3
BE0000498,DNA polymerase I,Escherichia coli (strain K12),V00317,P00582,DB00548; DB08432,2
BE0000334,Urease subunit alpha,Enterobacter aerogenes,M36068,P18314,DB00551; DB05265,2
BE0001198,Macrophage metalloelastase,Humans,L23808,P39900,DB00551; DB00786; DB02118; DB03367; DB03880; DB04405; DB05387; DB07026; DB07446; DB07556; DB07683; DB07920; DB07921; DB07922; DB08271; DB08599,16
BE0002214,Adenosine deaminase,Humans,X02994,P00813,DB00552; DB00975; DB02096; DB02472; DB02616; DB02830; DB03015; DB03220; DB03370; DB03572; DB04218; DB04440; DB07711; DB07783; DB07785; DB07786,16
BE0009300,Voltage-dependent R-type calcium channel subunit alpha-1E,Humans,M31822,Q15878,DB00555,1
BE0002081,Sodium channel protein type 2 subunit alpha,Humans,M94055,Q99250,DB00555; DB00818; DB00909; DB05232; DB13520,5
BE0000057,Neuraminidase,Influenza A virus (strain A/Bangkok/1/1979 H3N2),K01150,P06818,DB00558; DB06614,2
BE0003527,Neuraminidase,Influenza B virus (strain B/Beijing/1/1987),M54967,P27907,DB00558; DB06614,2
BE0000521,Endothelin-1 receptor,Humans,S63938,P25101,DB00559; DB00945; DB04674; DB04883; DB05290; DB05367; DB06199; DB06268; DB06403; DB06460; DB06558; DB06677; DB08932; DB12548,14
BE0000043,Endothelin B receptor,Humans,M74921,P24530,DB00559; DB06138; DB06268; DB06403; DB06460; DB06558; DB08932,7
BE0003709,30S ribosomal protein S13,Escherichia coli (strain K12),X02543,P0A7S9,DB00560,1
BE0003708,30S ribosomal protein S14,Escherichia coli (strain K12),X01563,P0AG59,DB00560; DB00759; DB09093; DB12455; DB12615,5
BE0003710,30S ribosomal protein S19,Escherichia coli (strain K12),X02613,P0A7U3,DB00560; DB00759; DB09093; DB12455,4
BE0003582,Potassium channel subfamily K member 3,Humans,AF006823,O14649,DB00561; DB01159,2
BE0003583,Potassium channel subfamily K member 9,Humans,AF212829,Q9NPC2,DB00561; DB01159,2
BE0002437,Carbonic anhydrase 9,Humans,X66839,Q16790,DB00562; DB00774; DB00909; DB05304; DB08846; DB09460,6
BE0001653,Carbonic anhydrase 12,Humans,AF051882,O43570,DB00562; DB00774; DB00819; DB00909; DB08846,5
BE0004808,Lead,Humans,-,-,DB00566; DB00974; DB14600,3
BE0004814,Mercury,Humans,-,-,DB00566; DB06782,2
BE0004802,Cadmium,Humans,-,-,DB00566; DB06782,2
BE0004813,Arsenic,Humans,-,-,DB00566; DB06782,2
BE0003711,Tubulin delta chain,Humans,AF201333,Q9UJT1,DB00570,1
BE0003713,Tubulin gamma-1 chain,Humans,M61764,P23258,DB00570,1
BE0003712,Tubulin epsilon chain,Humans,AF201334,Q9UJT0,DB00570,1
BE0001040,Transcription factor AP-1,Humans,J04111,P05412,DB00570; DB01029; DB01169; DB05785,4
BE0009650,Herpes simplex virus 1,Human herpesvirus 1,-,-,DB00577,1
BE0009653,Varicella Zoster Virus (VZV) (Human herpes virus 3),Human Herpes Virus,-,-,DB00577,1
BE0009654,Cytomegalovirus,Human Herpes Virus,-,-,DB00577,1
BE0009652,Herpes simplex virus 2,,-,-,DB00577,1
BE0009655,Epstein-Barr Virus (EBV) (human herpes virus 4),Human Herpes Virus,-,-,DB00577,1
BE0004840,Penicillin-binding protein,Gram positive and gram negative bacteria,X06479,P0AEB2,DB00578; DB09050; DB09319,3
BE0000116,Evolved beta-galactosidase subunit alpha,Escherichia coli (strain K12),M64441,P06864,DB00581,1
BE0000757,Solute carrier family 22 member 4,Humans,AB007448,Q9H015,DB00583,1
BE0000106,Solute carrier family 22 member 5,Humans,AF057164,O76082,DB00583,1
BE0000496,Carnitine O-acetyltransferase,Humans,X78706,P43155,DB00583; DB01992; DB02648,3
BE0000097,Mitochondrial carnitine/acylcarnitine carrier protein CACL,Humans,BX247983,Q8N8R3,DB00583,1
BE0000579,Mitochondrial carnitine/acylcarnitine carrier protein,Humans,Y10319,O43772,DB00583,1
BE0000373,Peroxisomal carnitine O-octanoyltransferase,Humans,AF168793,Q9UKG9,DB00583; DB02648; DB03832,3
BE0000179,"Carnitine O-palmitoyltransferase 2, mitochondrial",Humans,U09648,P23786,DB00583; DB01074,2
BE0000406,"Carnitine O-palmitoyltransferase 1, liver isoform",Humans,L39211,P50416,DB00583; DB01016; DB01074,3
BE0000353,Acid-sensing ion channel 1,Humans,U78180,P78348,DB00586; DB00594,2
BE0000657,Cytosolic phospholipase A2,Humans,M72393,P47712,DB00588; DB01103; DB04552; DB06311; DB13867,5
BE0003201,Annexin A3,Humans,M20560,P12429,DB00591; DB03994; DB09095,3
BE0008969,Annexin A4,Humans,M20560,P09525,DB00591; DB09130,2
BE0004149,Annexin A5,Humans,M20560,P08758,DB00591; DB02497; DB02846; DB02929; DB03484; DB03935; DB03959; DB03981; DB09130,9
BE0000351,Amiloride-sensitive amine oxidase [copper-containing],Humans,M55602,P19801,DB00594; DB01373; DB03608,3
BE0000678,Acid-sensing ion channel 2,Humans,U50352,Q16515,DB00594,1
BE0000752,Sodium/hydrogen exchanger 1,Humans,M81768,P19634,DB00594; DB02624; DB06468,3
BE0000084,5-hydroxytryptamine receptor 4,Humans,Y12505,Q13639,DB00604; DB00904; DB01079; DB01233; DB04873; DB04917; DB05542; DB05905; DB06422; DB06480; DB08810; DB12702,12
BE0001062,Mitogen-activated protein kinase 3,Humans,X60188,P27361,DB00605; DB01169; DB02733; DB04604; DB06195; DB08862; DB13930,7
BE0004353,Aldo-keto reductase family 1 member B10,Humans,U37100,O60218,DB00605; DB02021; DB02383; DB03461; DB06246; DB08772,6
BE0000229,Sodium/potassium-transporting ATPase subunit gamma,Humans,U50743,P54710,DB00606; DB11590,2
BE0009094,Secreted frizzled-related protein 4,Humans,M83670,Q6FHJ7,DB00606; DB00790,2
BE0001171,Toll-like receptor 9,Humans,AF259262,Q9NR96,DB00608; DB01611; DB05463; DB05475; DB05530,5
BE0002659,Glutathione S-transferase,Plasmodium falciparum,AF426836,Q8MU52,DB00608; DB01942; DB04132,3
BE0000332,Enoyl-[acyl-carrier-protein] reductase [NADH],Mycobacterium tuberculosis,AF426836,P9WGR1,DB00609; DB00951; DB02990; DB04289; DB07090; DB07123; DB07155; DB07178; DB07188; DB07192; DB07222; DB07287; DB08604,13
BE0000466,Catalase-peroxidase,Mycobacterium tuberculosis,AF426836,P9WIE5,DB00609; DB00951,2
BE0002436,Histamine N-methyltransferase,Humans,D16224,P50135,DB00613; DB01752; DB04655; DB07106; DB13875,5
BE0000461,DNA-directed RNA polymerase subunit alpha,Escherichia coli (strain K12),J01685,P0A7Z4,DB00615; DB11753,2
BE0000257,DNA-directed RNA polymerase subunit beta,Escherichia coli (strain K12),V00339,P0A8V2,DB00615; DB01045; DB01220; DB04934; DB11753,5
BE0003707,DNA-directed RNA polymerase subunit beta',Escherichia coli (strain K12),V00339,P0A8T7,DB00615; DB01045; DB11753,3
BE0001120,Heat shock protein HSP 90-alpha,Humans,X15183,P07900,DB00615; DB00716; DB02359; DB02424; DB02550; DB02754; DB02840; DB03093; DB03137; DB03504; DB03749; DB03809; DB03899; DB04054; DB04216; DB04254; DB04505; DB04588; DB05134; DB06070; DB06956; DB06957; DB06958; DB06961; DB06964; DB06969; DB07100; DB07317; DB07319; DB07324; DB07325; DB07495; DB07502; DB07594; DB07601; DB07877; DB08194; DB08197; DB08436; DB08442; DB08443; DB08557; DB08786; DB08787; DB08788; DB08789; DB09130; DB09221; DB12442,49
BE0001165,Endoplasmin,Humans,M33716,P14625,DB00615; DB02103; DB02424; DB02935; DB03719; DB03758; DB08464; DB08465; DB09130,9
BE0000266,Neprilysin,Humans,X07166,P08473,DB00616; DB00886; DB02062; DB02557; DB02558; DB02597; DB05796; DB08575; DB08626; DB09292; DB11623,11
BE0003600,BCR/ABL fusion protein isoform X9,Humans,EU216066,A9UF02,DB00619,1
BE0001104,RET proto-oncogene,Humans,AF032124,O43519,DB00619; DB05014; DB12147,3
BE0000853,Macrophage colony-stimulating factor 1 receptor,Humans,M25786,P07333,DB00619; DB01268; DB06080; DB07167; DB07202; DB12010; DB12147,7
BE0001124,Epithelial discoidin domain-containing receptor 1,Humans,L20817,Q08345,DB00619; DB12010,2
BE0003565,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",Humans,U40370,P54750,DB00622; DB01023; DB01244,3
BE0003323,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Humans,U56976,Q01064,DB00622; DB01023; DB01244; DB04530,4
BE0004829,C55-isoprenyl pyrophosphate,Gram positive and gram negative bacteria,-,-,DB00626,1
BE0000836,Hydroxycarboxylic acid receptor 3,Humans,D10923,P49019,DB00627; DB08949,2
BE0000526,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Humans,D78177,Q15274,DB00627,1
BE0000783,Nicotinamide N-methyltransferase,Humans,U08021,P40261,DB00627,1
BE0000980,Tyrosine-protein phosphatase non-receptor type 4,Humans,M68941,P29074,DB00630,1
BE0003567,Receptor-type tyrosine-protein phosphatase S,Humans,U35234,Q13332,DB00630; DB01077,2
BE0003568,Receptor-type tyrosine-protein phosphatase epsilon,Humans,X54134,P23469,DB00630,1
BE0003569,V-type proton ATPase catalytic subunit A,Humans,L09235,P38606,DB00630; DB01077; DB01133; DB06733; DB06734,5
BE0000594,Envelope glycoprotein GP350,HHV-4,V01555,P03200,DB00632,1
BE0000712,Envelope glycoprotein GP340,HHV-4,L07922,P68344,DB00632,1
BE0004657,Dihydropteroate synthase type-1,Escherichia coli,X68776,P0C002,DB00634,1
BE0004658,Folic acid synthesis protein FOL1,Baker's yeast,X68776,P53848,DB00634,1
BE0002352,Cycloinulo-oligosaccharide fructanotransferase,Paenibacillus macerans,AF222787,Q9F0I5,DB00638,1
BE0000354,Adenosine receptor A3,Humans,L20463,P0DMS8,DB00640; DB00824; DB01223; DB05511; DB12010,5
BE0001041,Integrin beta-2,Humans,M15395,P05107,DB00641,1
BE0000882,Trifunctional purine biosynthetic protein adenosine-3,Humans,X54199,P22102,DB00642; DB02236; DB03546,3
BE0000472,Putative gonadotropin-releasing hormone II receptor,Humans,AF403014,Q96P88,DB00644; DB00666; DB01406,3
BE0000731,"Cytochrome P450 11B1, mitochondrial",Humans,M32879,P15538,DB00648; DB01011; DB05667,3
BE0000242,"Adrenodoxin, mitochondrial",Humans,M23668,P10109,DB00648,1
BE0002353,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Humans,Z46632,Q08493,DB00651; DB01088; DB01656; DB01791; DB05219; DB05266; DB06246,7
BE0000706,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",Humans,L12052,Q13946,DB00651; DB07954; DB08602,3
BE0000627,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",Humans,AB038040,Q9NP56,DB00651,1
BE0004852,Glutamate (NMDA) receptor,Humans,D13515,Q05586,DB00659; DB01043; DB06741; DB09409; DB09481; DB13146,6
BE0001192,Metabotropic glutamate receptor 5,Humans,D28538,P41594,DB00659; DB05070; DB06201; DB12733,4
BE0000356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Humans,AF004884,O00555,DB00661; DB00836; DB01244; DB06446,4
BE0000384,Substance-P receptor,Humans,S62045,P25103,DB00673; DB01221; DB04894; DB05072; DB05418; DB05421; DB05466; DB05790; DB06634; DB09048; DB11949; DB12436,12
