,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0003425,cAMP-dependent protein kinase type I-alpha regulatory subunit,Humans,M18468,P10644,DB01790; DB02315; DB02527,3
BE0001133,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Humans,L20965,P27815,DB01791; DB06842; DB08299; DB08811,4
BE0002353,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Humans,Z46632,Q08493,DB01791,1
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Humans,L20970,Q08499,DB01791; DB01959; DB02676; DB02918; DB03183; DB03606; DB04149; DB04271; DB04469; DB06842; DB07051; DB07954; DB08299,13
BE0003195,Arylsulfatase A,Humans,X52151,P15289,DB01800; DB03821,2
BE0004529,Trypsin-2,Humans,M73488,P07478,DB01805; DB01973; DB02464; DB03127; DB03976; DB04325; DB04410,7
BE0000426,Acetylcholinesterase,Humans,M55040,P22303,DB01805; DB02166; DB02226; DB02343; DB02404; DB02673; DB03005; DB03283; DB03359; DB03740; DB03814; DB04021; DB04114; DB04556; DB04614; DB04615; DB04616; DB04617; DB07555; DB07701; DB07756; DB07846; DB08167; DB08357; DB08615; DB08996,26
BE0001424,Tyrosine-protein kinase HCK,Humans,M16591,P08631,DB01809; DB01962; DB04216,3
BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,Humans,X12949,P07949,DB01809,1
BE0001504,Cathepsin F,Humans,AJ007331,Q9UBX1,DB01810; DB01871; DB02243; DB03536; DB03573; DB03691; DB07913; DB08775,8
BE0000994,Lactotransferrin,Humans,X53961,P02788,DB01811; DB03040; DB03485; DB06987,4
BE0004436,Heparan sulfate glucosamine 3-O-sulfotransferase 1,Humans,X53961,O14792,DB01812,1
BE0001264,Sulfotransferase family cytosolic 2B member 1,Humans,U92314,O00204,DB01812; DB03309,2
BE0001306,Non-secretory ribonuclease,Humans,M30510,P10153,DB01812; DB02098,2
BE0000927,Sulfotransferase 1A1,Humans,L10819,P50225,DB01812; DB04417,2
BE0001541,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,Humans,AF105376,Q9Y663,DB01812; DB02264; DB03959; DB03981,4
BE0003317,Ribonuclease pancreatic,Humans,D26129,P07998,DB01812; DB01842; DB01961; DB02098; DB02363; DB02573; DB02714; DB02805; DB02987; DB03155; DB03186; DB03326; DB03447; DB03448; DB03512; DB03726; DB03765; DB03792; DB04464; DB04514; DB08596; DB08661,22
BE0000886,Bile salt sulfotransferase,Humans,L20000,Q06520,DB01812; DB02854; DB04445,3
BE0000951,Estrogen sulfotransferase,Humans,U08098,P49888,DB01812; DB02902; DB03346,3
BE0002559,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,Humans,U18918,P52848,DB01812,1
BE0002561,Sulfotransferase family cytosolic 1B member 1,Humans,D89479,O43704,DB01812,1
BE0004482,Mannose-binding protein C,Humans,M34277,P11226,DB01818; DB01979; DB02837; DB03194; DB03721; DB03879; DB04426,7
BE0000906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",Humans,L05144,P35558,DB01819; DB02008; DB03267; DB03725,4
BE0000067,"Nitric oxide synthase, brain",Humans,U17327,P29475,DB01821; DB01997; DB02027; DB02044; DB02077; DB02143; DB02644; DB02727; DB02991; DB03144; DB03449; DB03461; DB03707; DB03710; DB03892; DB04223; DB08018; DB08019,18
BE0000916,"Glycogen phosphorylase, muscle form",Humans,M32598,P11217,DB01823; DB01843; DB02007; DB02320; DB02379; DB02447; DB02471; DB02519; DB02604; DB02719; DB02720; DB02843; DB02964; DB03067; DB03133; DB03218; DB03250; DB03286; DB03354; DB03383; DB03392; DB03479; DB03496; DB03657; DB03835; DB04013; DB04044; DB04055; DB04083; DB04195; DB04295; DB04522; DB04544; DB04566; DB04642; DB04643; DB04644; DB04645; DB06986; DB07066; DB07792; DB07793; DB07807; DB07949; DB08151; DB08322; DB08500; DB08503,48
BE0001353,Galectin-3,Humans,M57710,P17931,DB01827,1
BE0000842,Tyrosine-protein kinase Lck,Humans,X05027,P06239,DB01830; DB02010; DB03023; DB04003; DB04395; DB06925; DB07146; DB07297; DB08055; DB08056; DB08057,11
BE0000228,"Tryptophan--tRNA ligase, cytoplasmic",Humans,M77804,P23381,DB01831; DB04537,2
BE0000814,Glutathione S-transferase P,Humans,M24485,P09211,DB01834; DB01915; DB02633; DB03003; DB03686; DB03814; DB04132; DB07849; DB08370; DB14635,10
BE0000807,Glutathione S-transferase Mu 1,Humans,X08020,P09488,DB01834; DB02165; DB02458; DB03314; DB04187,5
BE0004496,Inositol-3-phosphate synthase 1,Humans,AY112989,Q9NPH2,DB01840; DB04516,2
BE0003836,Ig kappa chain C region,Humans,J00241,P01834,DB01851; DB04688; DB07375; DB07416; DB07441; DB07716; DB07784; DB07882; DB07893; DB07909; DB08289; DB08413; DB08562; DB08647,14
BE0004151,UDP-glucuronosyltransferase 3A1,Humans,AK057066,Q6NUS8,DB01852; DB04216,2
BE0000931,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,Humans,S74683,P52961,DB01854,1
BE0003417,Cathepsin K,Humans,U13665,P43235,DB01858; DB02869; DB03405; DB03456; DB03642; DB03891; DB04234; DB04244; DB04523; DB07563; DB07592; DB07593; DB07965; DB07967; DB08270; DB08287; DB08594,17
BE0004515,Poly(A) polymerase alpha,Humans,AE005674,P51003,DB01860; DB02153; DB03896,3
BE0004498,Glycogenin-1,Humans,AF498417,P46976,DB01861; DB03435,2
BE0001521,UDP-glucose 4-epimerase,Humans,L41668,Q14376,DB01861; DB02196; DB03041; DB03397; DB03501,5
BE0004501,Glycosyltransferase 6 domain-containing protein 1,Humans,X03139,Q7Z4J2,DB01861; DB02379; DB03435; DB03685,4
BE0000428,RAC-alpha serine/threonine-protein kinase,Humans,M63167,P31749,DB01863; DB07584; DB07585,3
BE0001278,Pleckstrin homology domain-containing family A member 4,Humans,AY007233,Q9H4M7,DB01863,1
BE0001284,Tyrosine-protein kinase BTK,Humans,X58957,Q06187,DB01863,1
BE0001300,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,Humans,AF163254,Q9UN19,DB01863,1
BE0001627,Inositol-trisphosphate 3-kinase A,Humans,X54938,P23677,DB01863; DB03401; DB04395,3
BE0002654,Cytohesin-2,Humans,X99753,Q99418,DB01863; DB03401; DB04530; DB07348,4
BE0004433,Cytohesin-3,Humans,X99753,O43739,DB01863; DB03344,2
BE0001193,3-phosphoinositide-dependent protein kinase 1,Humans,AF017995,O15530,DB01863; DB01933; DB01946; DB02010; DB03777; DB04522; DB06932; DB07033; DB07132; DB07300; DB07456; DB07457,12
BE0004242,ADP-ribosylation factor 6,Humans,M57763,P62330,DB01864; DB04315; DB08231,3
BE0001273,Protein-glutamine gamma-glutamyltransferase E,Humans,L10386,Q08188,DB01864; DB01972; DB03152; DB04315,4
BE0004558,Ras-related protein Rab-11A,Humans,L10386,P62491,DB01864; DB04315,2
BE0004457,Alpha-amylase 2B,Humans,X05109,P19961,DB01870; DB02218; DB02379; DB02730; DB03092; DB03277; DB03323; DB04417,8
BE0001425,Tubulin alpha-3C/D chain,Humans,AF005392,Q13748,DB01873; DB03010,2
BE0000143,Tubulin beta chain,Humans,J00314,P07437,DB01873; DB03010; DB11638,3
BE0000026,Tubulin beta-1 chain,Humans,AJ292757,Q9H4B7,DB01873; DB03010,2
BE0001367,Tubulin beta-4B chain,Humans,X02344,P68371,DB01873; DB03010,2
BE0001408,Tubulin beta-4A chain,Humans,X00734,P04350,DB01873; DB03010; DB11638,3
BE0001391,Tubulin alpha-4A chain,Humans,X06956,P68366,DB01873; DB03010,2
BE0001415,Tubulin beta-3 chain,Humans,U47634,Q13509,DB01873; DB03010,2
BE0001388,Tubulin alpha-1C chain,Humans,BC004949,Q9BQE3,DB01873; DB03010; DB07574,3
BE0001359,Tubulin alpha-8 chain,Humans,AJ245922,Q9NY65,DB01873; DB03010,2
BE0001275,Tubulin alpha-1B chain,Humans,K00558,P68363,DB01873; DB03010; DB07574,3
BE0001340,Tubulin alpha-1A chain,Humans,X01703,Q71U36,DB01873; DB03010; DB07574; DB11638,4
BE0001116,Stromelysin-1,Humans,X05232,P08254,DB01877; DB02090; DB02350; DB02367; DB02449; DB02697; DB03033; DB03368; DB04140; DB04232; DB04416; DB07390; DB07986; DB07987; DB07988; DB08029; DB08030; DB08271; DB08507; DB08643,20
BE0000792,Estrogen receptor beta,Humans,AB006590,Q92731,DB01878; DB02746; DB02983; DB03467; DB03860; DB03882; DB04020; DB04216; DB06832; DB06875; DB06927; DB06937; DB07009; DB07032; DB07036; DB07119; DB07150; DB07198; DB07230; DB07236; DB07638; DB07702; DB07757; DB07933; DB08020; DB13869; DB14641,27
BE0001855,Macrophage migration inhibitory factor,Humans,M25639,P14174,DB01880; DB02728; DB07718; DB07888; DB08333; DB08334; DB08335; DB08765,8
BE0000854,Dipeptidyl peptidase 4,Humans,U13735,P27487,DB01884; DB02004; DB03253; DB03660; DB04491; DB04577; DB04578; DB06880; DB06939; DB06993; DB06994; DB07015; DB07021; DB07067; DB07072; DB07081; DB07092; DB07135; DB07154; DB07181; DB07193; DB07239; DB07271; DB07328; DB07356; DB07412; DB07465; DB07482; DB07666; DB07779; DB07830; DB07851; DB08024; DB08044; DB08051; DB08164; DB08429; DB08445; DB08504; DB08530; DB08588; DB08672; DB08743,43
BE0001072,Cyclin-dependent kinase 2,Humans,AB012305,P24941,DB01888; DB02010; DB02052; DB02091; DB02116; DB02197; DB02297; DB02407; DB02538; DB02603; DB02647; DB02733; DB02833; DB02898; DB02915; DB02950; DB02963; DB02973; DB03019; DB03307; DB03365; DB03428; DB03490; DB03496; DB03583; DB03663; DB03737; DB03801; DB04006; DB04101; DB04186; DB04288; DB04407; DB04518; DB04607; DB04662; DB04669; DB06844; DB06888; DB06944; DB06948; DB06976; DB06983; DB07024; DB07054; DB07065; DB07126; DB07137; DB07163; DB07164; DB07179; DB07203; DB07210; DB07220; DB07431; DB07471; DB07493; DB07501; DB07504; DB07529; DB07531; DB07533; DB07534; DB07538; DB07539; DB07540; DB07562; DB07595; DB07606; DB07612; DB07618; DB07622; DB07685; DB07686; DB07687; DB07688; DB07731; DB07750; DB07751; DB07755; DB07761; DB07790; DB07791; DB07852; DB07889; DB07936; DB07982; DB08066; DB08094; DB08122; DB08123; DB08124; DB08125; DB08126; DB08132; DB08133; DB08134; DB08135; DB08136; DB08137; DB08138; DB08139; DB08140; DB08141; DB08178; DB08182; DB08218; DB08219; DB08233; DB08241; DB08247; DB08248; DB08285; DB08309; DB08312; DB08355; DB08441; DB08463; DB08527; DB08531; DB08532; DB08533; DB08534; DB08535; DB08536; DB08537; DB08538; DB08539; DB08572; DB08673; DB08677; DB08694; DB08768,133
BE0003848,Nuclear receptor subfamily 1 group I member 3,Humans,Z30425,Q14994,DB01889; DB07557,2
BE0003418,Insulin-like growth factor I,Humans,M14155,P05019,DB01890; DB02643,2
BE0000071,Peroxisome proliferator-activated receptor alpha,Humans,L02932,Q07869,DB01890; DB02746; DB04557; DB07215; DB07724; DB08231; DB09006; DB12007,8
BE0001167,Hematopoietic prostaglandin D synthase,Humans,D82073,O60760,DB01897; DB07613; DB07614; DB07616; DB07917; DB08313; DB08695; DB08790,8
BE0000689,Fibroblast growth factor 1,Humans,M13361,P05230,DB01901; DB02264; DB03959; DB04409; DB08238,5
BE0000748,Fibroblast growth factor receptor 2,Humans,X52832,P21802,DB01901; DB02058; DB02491,3
BE0004508,Vesicle-fusing ATPase,Humans,X52832,P46459,DB01902,1
BE0004574,ERO1-like protein beta,Humans,X52832,Q86YB8,DB01902,1
BE0003455,Complement C3,Humans,AY513239,P01024,DB01915,1
BE0001317,"Acetyl-CoA acetyltransferase, cytosolic",Humans,S70154,Q9BWD1,DB01915,1
BE0002281,Glutathione S-transferase A1,Humans,M15872,P08263,DB01915; DB02486; DB02943; DB03003; DB03602; DB04132,6
BE0004171,Myelin P2 protein,Humans,X62167,P02689,DB01915; DB04147,2
BE0002639,Pancreatic alpha-amylase,Humans,M18785,P04746,DB01922; DB02218; DB02379; DB02889; DB03092; DB03439; DB03495; DB03773; DB03971; DB04453; DB04618,11
BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,J03934,P15559,DB01927; DB02395; DB02400; DB02633; DB03626; DB04090; DB04392; DB07385,8
BE0004001,"Dihydrofolate reductase, mitochondrial",Humans,AL832912,Q86XF0,DB01929; DB01958; DB02001; DB02402; DB04163; DB04306; DB07862; DB08203,8
BE0000365,"Glutamate receptor ionotropic, NMDA 1",Humans,D13515,Q05586,DB01931; DB04620; DB08838,3
BE0003761,cAMP-dependent protein kinase catalytic subunit alpha,Humans,X07767,P17612,DB01940; DB02155; DB02482; DB02611; DB03374; DB04098; DB04522; DB04530; DB04707; DB06959; DB06977; DB07107; DB07124; DB07204; DB07235; DB07458; DB07583; DB07854; DB07855; DB07856; DB07857; DB07858; DB07859; DB07860; DB07876; DB07947; DB07995; DB07996; DB07997; DB08070; DB08073; DB08113; DB08114; DB08148; DB08149; DB08150; DB08231; DB08568; DB08569; DB08756,40
BE0000078,Retinoic acid receptor RXR-beta,Humans,X63522,P28702,DB01941; DB02746; DB07080; DB07929; DB08175,5
BE0003893,Myosin-14,Humans,AY165122,Q7Z406,DB01944; DB03126; DB04444; DB07468; DB07469; DB07470; DB08276,7
BE0003890,Myotonin-protein kinase,Humans,M87312,Q09013,DB01946,1
BE0000058,Matrix metalloproteinase-9,Humans,J05070,P14780,DB01949; DB03683; DB07117; DB07246; DB07285,5
BE0000453,Mast/stem cell growth factor receptor Kit,Humans,X06182,P10721,DB01962,1
BE0001175,Proactivator polypeptide,Humans,D00422,P07602,DB01966,1
BE0004459,"Citrate synthase, mitochondrial",Humans,Z47559,O75390,DB01969; DB02637; DB03182; DB03499; DB04230,5
BE0002351,Guanylate kinase,Humans,L76200,Q16774,DB01972,1
BE0004524,Disks large homolog 4,Humans,U34036,P78352,DB01972,1
BE0001376,GMP reductase 1,Humans,L35304,P36959,DB01972,1
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",Humans,AF043731,O76074,DB01972; DB03597; DB07954; DB08729,4
BE0001473,Histidine triad nucleotide-binding protein 1,Humans,U27143,P49773,DB01972; DB02162; DB02183; DB03349,4
BE0000286,Arginase-1,Humans,M14502,P05089,DB01983; DB02499; DB02689; DB03144; DB03731; DB04197; DB04530; DB04585; DB04648,9
BE0004479,Tolloid-like protein 2,Humans,L35263,Q9Y6L7,DB01989,1
BE0004545,Nuclear receptor ROR-alpha,Humans,L35263,P35398,DB01990,1
BE0000952,Alpha-1-antitrypsin,Humans,K01396,P01009,DB01998,1
BE0001108,Hexokinase-1,Humans,M75126,P19367,DB02007; DB02379; DB04395,3
BE0001199,Glucose-6-phosphate isomerase,Humans,K03515,P06744,DB02007; DB02076; DB02093; DB02548; DB03042; DB03581; DB03937; DB04493; DB11638,9
BE0001341,Tyrosine-protein kinase ITK/TSK,Humans,D13720,Q08881,DB02010,1
BE0001316,Tyrosine-protein kinase SYK,Humans,Z29630,P43405,DB02010; DB06834; DB07159; DB07194; DB08361,5
BE0001373,MAP kinase-activated protein kinase 2,Humans,U12779,P49137,DB02010; DB07234; DB07406; DB07430; DB07431; DB07728; DB08358,7
BE0001356,Tyrosine-protein kinase CSK,Humans,X60114,P41240,DB02010,1
BE0001315,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Humans,X83368,P48736,DB02010; DB02375; DB02656; DB04216; DB04769; DB06831; DB06836; DB07073; DB07335; DB07503; DB08059; DB08300,12
BE0001385,Protein kinase C theta type,Humans,L01087,Q04759,DB02010; DB02482; DB04522,3
BE0001312,Tyrosine-protein kinase ZAP-70,Humans,L05148,P43403,DB02010,1
BE0000092,Muscarinic acetylcholine receptor M1,Humans,X52068,P11229,DB02010; DB04365; DB13581,3
BE0000306,"Ornithine carbamoyltransferase, mitochondrial",Humans,K02100,P00480,DB02011; DB04185,2
BE0001466,Lanosterol synthase,Humans,U22526,P48449,DB02016; DB03696,2
BE0001474,Tryptase beta-2,Humans,M37488,P20231,DB02018; DB04654; DB04764; DB06962,4
BE0004353,Aldo-keto reductase family 1 member B10,Humans,U37100,O60218,DB02021; DB03461; DB08772,3
BE0004544,Tubby protein homolog,Humans,U17327,P50607,DB02028,1
BE0000950,Bifunctional epoxide hydrolase 2,Humans,L05779,P34913,DB02029; DB03677; DB04213; DB08256; DB08257; DB08258; DB08259,7
BE0003505,Alpha-mannosidase 2,Humans,D63998,Q16706,DB02034; DB02318; DB02492; DB02742; DB03008; DB03414; DB03955; DB06984; DB08321,9
BE0004538,Palmitoyl-protein thioesterase 1,Humans,D63998,P50897,DB02035,1
BE0004578,Histone acetyltransferase KAT5,Humans,J05282,Q92993,DB02039,1
BE0003872,Disintegrin and metalloproteinase domain-containing protein 28,Humans,AF137334,Q9UKQ2,DB02046; DB02215; DB02255; DB02996; DB03880; DB08733,6
BE0000966,Collagenase 3,Humans,X75308,P45452,DB02049; DB02071; DB02697; DB03033; DB04759; DB04760; DB04761; DB07013; DB07827; DB08388; DB08490; DB08561,12
BE0000890,Cyclin-dependent kinase 5,Humans,X66364,Q00535,DB02052; DB02116; DB02950; DB03428; DB03496; DB04014; DB07364,7
BE0001082,Cyclin-dependent kinase 1,Humans,X05360,P06493,DB02052; DB02116; DB02950; DB03428; DB03496; DB04014,6
BE0003819,Cyclin-dependent kinase 5 activator 1,Humans,X80343,Q15078,DB02052; DB07364,2
BE0003721,Aryl hydrocarbon receptor,Humans,D16354,P35869,DB02052; DB04216; DB06732; DB08624,4
BE0000424,"Ornithine aminotransferase, mitochondrial",Humans,M12267,P04181,DB02054; DB02821,2
BE0002131,Fibroblast growth factor receptor 1,Humans,X51803,P11362,DB02058; DB07525; DB07840; DB08577,4
BE0004281,Elongation factor 2,Humans,X51466,P13639,DB02059; DB03223; DB04315; DB08348,4
BE0000542,Glyceraldehyde-3-phosphate dehydrogenase,Humans,X01677,P04406,DB02059; DB03893; DB07347; DB11638,4
BE0003362,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Humans,AF083110,Q9NXA8,DB02059; DB03478,2
BE0004547,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Humans,AB107660,Q9NTG7,DB02059,1
BE0001680,Leukotriene A-4 hydrolase,Humans,U27293,P09960,DB02062; DB02352; DB03424; DB06828; DB06851; DB06917; DB07094; DB07099; DB07102; DB07104; DB07196; DB07237; DB07258; DB07259; DB07260; DB07292; DB08040; DB08466,18
BE0000347,"Glycine amidinotransferase, mitochondrial",Humans,S68805,P50440,DB02068; DB04185; DB04454,3
BE0000050,Delta-aminolevulinic acid dehydratase,Humans,M13928,P13716,DB02068; DB02239; DB02260; DB02272; DB02878; DB04560; DB04781,7
BE0000735,Heme oxygenase 1,Humans,X06985,P09601,DB02073; DB02468; DB03906; DB04803; DB06914; DB07342,6
BE0000595,Flavin reductase (NADPH),Humans,D26308,P30043,DB02073; DB03461; DB04345; DB04363,4
BE0003559,"6-phosphogluconate dehydrogenase, decarboxylating",Humans,U30255,P52209,DB02076; DB03962,2
BE0004295,Profilin-2,Humans,L10678,P35080,DB02078; DB02580,2
BE0000839,Tyrosine-protein kinase Fyn,Humans,M14333,P06241,DB02078,1
BE0001399,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",Humans,M80254,P30405,DB02078; DB08168,2
BE0001640,"Phospholipase A2, membrane associated",Humans,M22430,P14555,DB02080; DB02448; DB02504; DB02936; DB03121; DB03471; DB03784; DB04112; DB04287,9
BE0004478,Ras-related protein Rab-8B,Humans,M22612,Q92930,DB02082; DB04315,2
BE0000007,"Glycogen phosphorylase, liver form",Humans,M14636,P06737,DB02089; DB02320; DB02379; DB03288; DB03496; DB03744; DB04522; DB07315; DB07395; DB07396; DB07968,11
BE0003734,Cyclin-A2,Humans,X51688,P20248,DB02091; DB02407; DB02833; DB02915; DB06844; DB06944; DB06948; DB07126; DB07137; DB07164; DB07203; DB07471; DB07533; DB07534; DB07538; DB07539; DB07562; DB07688; DB07852; DB08178; DB08182; DB08218; DB08219; DB08233; DB08241; DB08248; DB08285; DB08309; DB08355; DB08463; DB08527; DB08572; DB08694,33
BE0002214,Adenosine deaminase,Humans,X02994,P00813,DB02096; DB02472; DB02616; DB02830; DB03015; DB03220; DB03370; DB03572; DB04218; DB04440; DB07711; DB07783; DB07785; DB07786,14
BE0001480,Uridine-cytidine kinase 2,Humans,D78335,Q9BZX2,DB02097; DB02431; DB03403; DB04005,4
BE0000908,Eosinophil cationic protein,Humans,X15161,P12724,DB02098,1
BE0001165,Endoplasmin,Humans,M33716,P14625,DB02103; DB02424; DB02935; DB03719; DB03758; DB08464; DB08465,7
BE0000330,Dihydrofolate reductase,Humans,J00140,P00374,DB02104; DB02427; DB02559; DB02583; DB02919; DB03060; DB03125; DB03351; DB03461; DB03886; DB03987; DB07140; DB07141; DB07142; DB07144; DB08234; DB08406; DB08448; DB08642,19
BE0002089,Catechol O-methyltransferase,Humans,M65212,P21964,DB02105; DB03336; DB03907; DB07462; DB08049,5
BE0000315,Thyroid hormone receptor beta,Humans,X04707,P10828,DB02106; DB03176; DB03181; DB03788; DB08085,5
BE0004563,Serine protease inhibitor Kazal-type 6,Humans,X04707,Q6UWN8,DB02107,1
BE0002231,Adenylosuccinate synthetase isozyme 1,Humans,AY037159,Q8N142,DB02109; DB03510; DB04137; DB04315; DB04418; DB04566,6
BE0001009,Cytochrome c,Humans,M22877,P99999,DB02110; DB03317; DB03934; DB03977; DB04249; DB11638,6
BE0003758,Chymotrypsin-like elastase family member 1,Humans,AF120493,Q9UNI1,DB02114; DB02341; DB03202; DB03702; DB03757; DB03890; DB03925; DB06951; DB07433; DB07955; DB07956; DB07957; DB08007; DB08614; DB08640; DB08641,16
BE0000133,"Aldehyde dehydrogenase, mitochondrial",Humans,X05409,P05091,DB02115,1
BE0000923,Mitogen-activated protein kinase 1,Humans,M84489,P28482,DB02116; DB02482; DB02733; DB04338; DB06877; DB07010; DB07264; DB07788; DB07794; DB07905; DB08513; DB08521,12
BE0001198,Macrophage metalloelastase,Humans,L23808,P39900,DB02118; DB03367; DB03880; DB04405; DB07026; DB07446; DB07556; DB07683; DB07920; DB07921; DB07922; DB08271; DB08599,13
BE0000130,Hemoglobin subunit alpha,Humans,J00153,P69905,DB02126; DB07427; DB07428; DB07645; DB08077; DB08262; DB08632; DB09147,8
BE0000629,Hemoglobin subunit beta,Humans,U01317,P68871,DB02126; DB07427; DB07428; DB07645; DB08077; DB08262; DB08632; DB09147,8
BE0003970,Pro-cathepsin H,Humans,X07549,P09668,DB02140; DB03120; DB04126; DB08526,4
BE0000273,Kynurenine--oxoglutarate transaminase 1,Humans,X82224,Q16773,DB02142; DB02556; DB04083; DB07950,4
BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",Humans,U68418,O15382,DB02142; DB02635; DB04074,3
BE0001505,Phosphatidylinositol transfer protein alpha isoform,Humans,M73704,Q00169,DB02144; DB03690,2
BE0000939,Cathepsin B,Humans,M14221,P07858,DB02148; DB02685; DB02855; DB03329; DB03588; DB04126; DB04579; DB07160; DB07219; DB07223; DB07224; DB07225; DB07231,13
BE0000915,Hepatocyte growth factor receptor,Humans,J02958,P08581,DB02152; DB06896; DB06995; DB06997; DB07369; DB07969; DB08584; DB08791,8
BE0000870,Dual specificity mitogen-activated protein kinase kinase 1,Humans,L05624,Q02750,DB02152; DB03115; DB06892; DB07046; DB08130; DB08208,6
BE0001972,Peroxiredoxin-2,Humans,Z22548,P32119,DB02153; DB04048,2
BE0001128,S-methyl-5'-thioadenosine phosphorylase,Humans,U22233,Q13126,DB02158; DB02281; DB02282; DB02933,4
BE0002705,Liver carboxylesterase 1,Humans,M73499,P23141,DB02161; DB03056; DB03721; DB04509; DB04795; DB07821; DB08224,7
BE0003766,Hydroxyacid oxidase 1,Humans,AF244134,Q9UJM8,DB02164; DB02279; DB03064; DB03884; DB04374; DB06979; DB07060; DB07907,8
BE0001447,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,Humans,X74008,P36873,DB02169; DB04738,2
BE0002708,U1 small nuclear ribonucleoprotein A,Humans,M60784,P09012,DB02175,1
BE0000516,Integrin alpha-L,Humans,Y00796,P20701,DB02177; DB03932; DB04724; DB06972; DB07486,5
BE0003780,Glycylpeptide N-tetradecanoyltransferase 2,Humans,AF043325,O60551,DB02180; DB02271; DB07061; DB07838,4
BE0003106,Nucleoside diphosphate kinase A,Humans,X75598,P15531,DB02181; DB02345; DB02569; DB02607; DB02887; DB03103; DB03491; DB04068; DB04315; DB04366; DB04542,11
BE0004111,Lactase-like protein,Humans,AY358729,Q6UWM7,DB02185; DB02379; DB02471; DB03430; DB08430,5
BE0004486,DNA nucleotidylexotransferase,Humans,M97208,P04053,DB02189,1
BE0004629,Exostosin-like 2,Humans,L35263,Q9UBQ6,DB02196; DB03397; DB03435,3
BE0001429,UDP-N-acetylhexosamine pyrophosphorylase,Humans,S73498,Q16222,DB02196; DB03397,2
BE0000214,Histo-blood group ABO system transferase,Humans,J05175,P16442,DB02196; DB03435; DB03501; DB03772; DB04141; DB04678; DB04679; DB04680; DB04681; DB07341; DB07357; DB07378; DB07633,13
BE0004444,Stromal cell-derived factor 2,Humans,AY196198,Q99470,DB02201,1
BE0000720,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",Humans,AJ005371,O14556,DB02205; DB03331; DB04477; DB11638,4
BE0001076,GTPase HRas,Humans,J00277,P01112,DB02210; DB03226; DB04137; DB04315; DB08751,5
BE0003997,Phospholipase A2,Humans,M21054,P04054,DB02210; DB02448; DB02795; DB02938; DB03565; DB03633; DB04552; DB07657; DB07836,9
BE0000941,Cathepsin D,Humans,M11233,P07339,DB02216; DB03028; DB03096; DB07542; DB08740,5
BE0001145,Methylated-DNA--protein-cysteine methyltransferase,Humans,X54228,P16455,DB02216; DB04531,2
BE0001515,"5'(3')-deoxyribonucleotidase, mitochondrial",Humans,AJ277557,Q9NPB1,DB02217; DB04672,2
BE0003392,Amyloid beta A4 protein,Humans,X06989,P05067,DB02235,1
BE0000882,Trifunctional purine biosynthetic protein adenosine-3,Humans,X54199,P22102,DB02236; DB03546,2
BE0004104,Aggrecan core protein,Humans,M55172,P16112,DB02255,1
BE0000144,Retinoic acid receptor gamma,Humans,M24857,P13631,DB02258; DB02466; DB02741; DB03279; DB03466; DB07031; DB07294,7
BE0001432,Ganglioside GM2 activator,Humans,M76477,P17900,DB02261; DB03633; DB04660; DB08231,4
BE0005561,Platelet-activating factor receptor,Humans,M76477,P25105,DB02261; DB09166,2
BE0000382,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Humans,M94065,Q02127,DB02262; DB02613; DB03480; DB03523; DB04147; DB04281; DB04583; DB07443; DB07559; DB07561; DB07646; DB07975; DB07976; DB07977; DB07978; DB08006; DB08008; DB08169; DB08172; DB08249,20
BE0001121,Hepatocyte growth factor,Humans,M29145,P14210,DB02264; DB03959,2
BE0000520,Argininosuccinate lyase,Humans,Y00753,P04424,DB02267; DB03814,2
BE0000085,Ferritin light chain,Humans,M11147,P02792,DB02285; DB09147,2
BE0004502,Potassium voltage-gated channel subfamily A member 4,Humans,AB012305,P22459,DB02299,1
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Humans,U09178,Q12882,DB02303; DB02338; DB03048; DB03419; DB03554,5
BE0000935,Phosphatidylcholine transfer protein,Humans,AF151638,Q9UKL6,DB02306; DB04372,2
BE0001583,Trypsin-3,Humans,X72781,P35030,DB02308; DB02585; DB03127; DB03129; DB03637; DB04109,6
